Train/Test,Grantor,Grantee,Program,Date,EndDate,Amount,AmendmentNumber,PreviousAmendingDate,NewAmendDate,AmendAmount,Funding Agency,Funding Source,Link to OCR'ed Document,Link to Text Doc,Entered into Sublime,Link to Tagged Documents,,,,,text_id,,,,,,,comments on testing data
https://drive.google.com/file/d/1pmrNs5vzU0VNWgwie2QniHtgA29fxjHu/view?usp=drive_link,City of Oceanside,Interfaith Community Services,Homeless Emergency Aid Program,6/1/20,6/30/21,162119,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1aLqePP4lwdmHF-fbzCmlou8ZUdhdf1rQ/view?usp=drive_link,City of Oceanside,McAlister Institute,Sobering Services Center,6/17/20,7/1/20,665424,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1eQSUg5FJ3PXHVrkuszc0rtzlHJjeNmRM/view?usp=drive_link,City of Oceanside,Community Resource Center,Homelessness Prevention and Intervention,7/1/20,6/30/21,,1,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1eOdBttR3M7JqwNoOCgs6V01sITBn9KCN/view?usp=drive_link,City of Oceanside,Regional Task Force on the Homeless,Homeless Emergency Aid Program,6/1/21,5/31/21,224655,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1w25WquNhESIGxGvLKN5Q_FVAnmZ_JzG7/view?usp=drive_link,City of Oceanside,Interfaith Community Services,Bridge to Housing Shelter Network,4/1/20,4/30/21,76750,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/13jgB6lJj7T2jMFx2oPBH5DSc3_xLqYH-/view?usp=drive_link,City of Oceanside,Interfaith Community Services,Housing Social Worker- Homelessness,7/1/20,6/30/21,172738,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1nOHThtkLRE7QjCQLyQinizLFHYk4M2wE/view?usp=drive_link,City of Oceanside,McAlister Institute,Motel Voucher,4/1/21,9/28/21,87793,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1W49VPSlATudTGg2wZ69JxKAc4iO-Qt1e/view?usp=drive_link,City of Oceanside,Professional Services Agreement,Oceanside Sobering Services Center,7/1/20,6/30/22,717924,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1WaVJPY-np6XT37RQfNmgSB-YMYzvtdk2/view?usp=drive_link,City of Oceanside,Professional Services Agreement,Oceanside Bridge Transitional Housing,7/1/22,6/30/23,228943,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1EpTvcGjCx70LVWjmk9rXIe9KtYwB7Bwn/view?usp=drive_link,City of Oceanside,Professional Services Agreement,Emergency Hotel/Motel Voucher Program,7/1/22,12/31/22,360260,3,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1eGmB35auZXkm1y2CEH_FWkZFMkux7d3h/view?usp=drive_link,City of Oceanside,Professional Services Agreement,Housing Assistance and Prevention,7/1/22,6/30/23,175195,,,,,,,,,,,,,,,,,,,,,,
https://drive.google.com/file/d/1vRJSnFPYL2z6wPnghTzKK4Tb_uRyQZGi/view?usp=drive_link,City of Oceanside,Professional Services Agreement,Bridge to Housing Shelter Network,11/1/22,,70000,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City of Encinitas ,CRC,Emergency Hotel/Motel Voucher Program,4/20/20,4/31/21,314250,,,,,,,Reaching out,CRC MOU Motel Voucher,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Opening Doors Program,7/1/18,6/30/19,107905,,,,,,General Fund,,,,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Alliance for Solutions Bridge to Housing Network,7/1/18,6/30/19,6707,,,,,,CDBG,,,Alliance for solution -> Homelessness Prevention and Intervention,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Homeless Prevention and Intervention,7/1/18,6/30/19,13407,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Catholic Charities,Las Posada de Guadalupe Homeless Shelter,7/1/18,6/30/19,6707,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Opening Doors Program,7/1/19,6/30/20,118700,,,,,,General Fund,,,,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Bridge to Housing Network,,,,1,7/1/20,6/30/21,25000,,CDBG,10/17/19,,add two amounts together,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Alliance for Solutions Bridge to Housing Network,7/1/19,6/30/20,20054,,,,,,CDBG ,"2019 ICS agreement, amendment above^",,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Homeless Prevention and Intervention,7/1/19,6/30/20,13607,,,,,,CDBG,I believe the amendment below is for this one,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Facility Imporvement,7/1/19,6/30/20,58366,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,,,,,1,7/1/20,6/30/21,25000,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Facility Imporvement,7/1/18,6/30/19,32000,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Alliance for Solutions Bridge to Housing Network,7/1/20,6/30/21,18824,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Motel Voucher,5/20/20,5/31/21,314250,6,,,,,,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Homlessness Prevention and Intervention,7/1/20,6/30/21,237500,1,,,,,HPIF,Use of district 76 homeless preveiont and intervention funds,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Homlessness Prevention and Intervention,7/1/20,6/30/21,14500,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Opening Doors Program,7/1/20,6/30/21,118700,,,,,,General Funds,However this is signed 28 june 2021,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Facility Imporvement,7/1/20,6/30/21,55280,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Opening Doors Program,7/1/21,6/30/22,118700,,,,,,General Funds,,,,,,,,,,,,,,,,
,City of Encinitas ,McAlister Institute,COVID-19 Homeless Response Full-Time Caseworker,10/22/21,10/22/23,325000,,,,,,CDBG,,,,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Bridge to Housing Network,,,,2,7/1/21,6/30/22,30000,,,I believe that this one goes to the one above,,,,,,,,,,,,,,,
,City of Encinitas ,Jewish Family Service of San Diego,Safe Parking,6/1/21,6/30/21,278458.5,,,,,,HHAP,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,,,,,1,6/24/20,6/30/22,,,,Use of district 76 homeless preveiont and intervention funds,June 28 2021,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,Homelessness Intervention and Prevnetion - Intefrated Services - Food and Nutrition Center,7/1/21,6/30/22,24512,,,,,,CGBD,,,,,,,,,,,,,,,,
,City of Encinitas ,Community Resource Center,,,,,2,7/1/21,6/30/22,58522,,,10/17/19,,,,,,,,,,,,,,,
,City of Encinitas ,Interfaith Community Services,Alliance for Solutions Bridge to Housing Network,7/1/21,6/30/22,20256,,,,,,,,,,,,,,,,,,,,,,
,City of San Diego ,Allstate Security Services,Security Guard Services,,,,,,,,,,,,,,,,,,,,,,,,,
,City of San Diego,Jewish Family Services,Expanded Safe Parking,7/1/18,6/30/19,488584,1,,,,,,,,,,,,,,,,,,,,,
,City of San Diego,Jewish Family Services,Expanded Safe Parking,7/1/19,6/30/20,956291,1,,,,,,,,,,,,,,,,,,,,,
,SDHC,Downtown San Diego Partnershup,Family Reunification Program,7/1/19,6/30/20,844000,3,,,,,,,,,,,,,,,,,,,,,
,SDHC,Alpha Project ,Temporary Bridge Shelter,12/1/17,6/30/18,2888176,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Veterans Village of San Diego,Temporary Bridge Shelter,12/1/17,6/30/18,1893286,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Father Joe's Village,Temporary Bridge Shelter,12/1/17,6/30/18,1335984,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Mental Health Systems,Transitional Storage Center,5/10/18,6/30/19,1426729.26,2,,,,,,,,,,,,,,,,,,,,,
,SDHC,Mental Health Systems,Transitional Storage Center,7/1/20,6/30/21,1249942,3,,,,,,,,,,,,,,,,,,,,,
,SDHC,Think Dignity,Transitional Storage Center,7/1/19,6/30/20,163124,1,,,,,,,,,,,,,,,,,,,,,
,SDHC,Home Start,Rapid Re-Housing,7/1/19,6/30/20,454726,,,,,,,,,,,,,,,,,,,,,,
,SDHC,PATH,Rapid Re-Housing,7/1/19,6/30/20,454726,,,,,,,,,,,,,,,,,,,,,,
,SDHC,The Salvation Army,Rapid Re-Housing,5/1/19,4/30/20,454726,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Alpha Project ,Temporary Bridge Shelter,7/1/19,6/30/20,5317209,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Veterans Village of San Diego,Temporary Bridge Shelter,7/1/19,6/30/20,3408472,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Father Joe's Village,Temporary Bridge Shelter,7/1/19,6/30/20,2472491,,,,,,,,,,,,,,,,,,,,,,
,SDHC,Alpha Project ,Bridge Shelter,10/16/19,6/30/20,2247713.38,,,,,,,,,,,,,,,,,,,,,,
,City of San Diego,Mental Health Systems,Transitional Storage Center,11/18/19,11/18/20,720664,,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,Interfaith Community Services,Home Safe Program,7/1/19,7/31/22,1291236,4,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,Serving Seniros,Case Managemnet For Senior Homeless Prevention,7/1/19,6/30/20,600000,,,,,,,,,,,,,,,,,,,,,,
,City of Poway,Interfaith Community Services ,Bridge Shelter,7/1/19,6/30/21,40000,2,,,,,,,,,,,,,,,,,,,,,
,City of Poway,Jewish Family Services,Food Drive Services,9/25/20,3/31/22,337645.09,1,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,Casa De Amporo ,Transitional Youth Housing Program,7/1/17,9/30/22,1584000,3,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,San Diego Youth Services,Transitional Youth Housing Program,7/1/17,9/30/22,4536000,2,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,NEW ALTERNATIVES INC,Transitional Youth Housing Program,7/1/17,7/1/22,3168000,2,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,PROSPERITY WAY INC,TRANSITIONAL HOUSING PROGRAM-PLUS AND FOSTER CARE,7/1/16,6/30/23,1441434,2,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,WALDEN ENVIRONMENT-FFA,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANSITIONAL HOUSING PROGRAM PLUS FOSTER CAR,7/1/16,6/30/23,1256504,6,,,,,,,,,,,,,,,,,,,,,
,County of San Diego,NEW ALTERNATIVES INC,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANSITIONAL HOUSING PROGRAM PLUS FOSTER CARE,7/1/16,6/30/23,16935731,4,,,,,,,,,,,,,,,,,,,,,
,,HOME START INC,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANSITIONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,1918181,3,,,,,,,,,,,,,,,,,,,,,
,,NORTH COUNTY LIFELINE INC,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANISITIONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,1655619,2,,,,,,,,,,,,,,,,,,,,,
,,CASA DE AMPARO,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANSITIONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,5418377,5,,,,,,,,,,,,,,,,,,,,,
,,SOUTH BAY COMMUNITY SERVICES,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANSITIONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,3801165,1,,,,,,,,,,,,,,,,,,,,,
,,YMCA OF SAN DIEGO,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANISITIONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,4661866,2,,,,,,,,,,,,,,,,,,,,,
,,SAN DIEGO YOUTH SERVICES,TRANSITIONAL HOUSING PROGRAM-PLUS AND TRANISITONAL HOUSING PROGRAM-PLUS-FOSTER CARE,7/1/16,6/30/23,4845689,2,,,,,,,,,,,,,,,,,,,,,
,,NATIONAL CONFLICT RESOLUTION CENTER,LIVE WELL SAN DIEGO EXCHANGE PROGRAM AND THE WORK READINESS EXCHANGE PROGRAM,1/1/20,12/31/23,3243327,4,,,,,,,,,,,,,,,,,,,,,
,,PUBLIC CONSULTING GROUP INC,CALWORKS,1/1/19,6/30/26,274978843,5,,,,,,,,,,,,,,,,,,,,,
,,ARBOR E & T LLC,CALWORKS,1/1/19,6/30/26,9930558,4,,,,,,,,,,,,,,,,,,,,,
,,LEGAL AID SOCIETY OF SAN DIEGO INC,SOCIAL SECURITY INCOME (SSI) ADVOCACY SERVICES,7/1/17,6/30/22,7933137.36,5,,,,,,,,,,,,,,,,,,,,,
,,INTERFAITH SHELTER NETWORK SD COUNTY,TEMPORARY SHELTER NETWORK SERVICES,9/9/15,6/30/22,1385629,5,,,,,,,,,,,,,,,,,,,,,
