,EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
2432,,,,,04-30-2014,,,,,,,,,,161793.66666666666
2636,,,,,04-30-2014,,,,,,,,,,346535.1666666667
2744,,,,,04-30-2014,,,,,,,,,,17259.75
2846,,,,,04-30-2014,,,,,,,,,,0.0
2996,,,,,04-30-2014,,,,,,,,,,1010.8333333333334
3176,,,,,04-30-2014,,,,,,,,,,52716.833333333336
3284,,,,,04-30-2014,,,,,,,,,,675821.0
3500,,,,,04-30-2014,,,,,,,,,,179946.0
3608,,,,,04-30-2014,,,,,,,,,,217173.41666666666
3812,,,,,04-30-2014,,,,,,,,,,97334.25
3998,,,,,04-30-2014,,,,,,,,,,35005.166666666664
4124,,,,,04-30-2014,,,,,,,,,,17865.5
4280,,,,,04-30-2014,,,,,,,,,,46669.0
4412,,,,,04-30-2014,,,,,,,,,,349654.0
4520,,,,,04-30-2014,,,,,,,,,,313606.9166666667
4619,,,,,04-30-2014,,,,,,,,,,25367.666666666668
4724,,,,,04-30-2014,,,,,,,,,,991.75
4958,,,,,04-30-2014,,,,,,,,,,17191.5
5066,,,,,04-30-2014,,,,,,,,,,18040.083333333332
5186,,,,,04-30-2014,,,,,,,,,,129903.75
5294,,,,,04-30-2014,,,,,,,,,,177293.5
5408,,,,,04-30-2014,,,,,,,,,,1389869.9166666667
5522,,,,,04-30-2014,,,,,,,,,,1950.4166666666667
5762,,,,,04-30-2014,,,,,,,,,,3737.75
5876,,,,,04-30-2014,,,,,,,,,,129037.08333333333
5978,,,,,04-30-2014,,,,,,,,,,17099.75
6335,,,,,04-30-2014,,,,,,,,,,69447.25
6440,,,,,04-30-2014,,,,,,,,,,25410.833333333332
6584,,,,,04-30-2014,,,,,,,,,,28726.833333333332
6884,,,,,04-30-2014,,,,,,,,,,717048.9166666666
6986,,,,,04-30-2014,,,,,,,,,,38347.916666666664
7097,,,,,04-30-2014,,,,,,,,,,224231.08333333334
7211,,,,,04-30-2014,,,,,,,,,,12161.75
7400,,,,,04-30-2014,,,,,,,,,,343707.8333333333
7502,,,,,04-30-2014,,,,,,,,,,178728.41666666666
7604,,,,,04-30-2014,,,,,,,,,,2064.75
7701,,,,,04-30-2014,,,,,,,,,,29709.083333333332
7796,,,,,04-30-2014,,,,,,,,,,44212.0
7904,,,,,04-30-2014,,,,,,,,,,301674.0833333333
8024,,,,,04-30-2014,,,,,,,,,,2518473.0833333335
2066,,,,,04-30-2013,,,,,,,,,,14935.666666666666
2858,,,,,04-30-2013,,,,,,,,,,0.0
4010,,,,,04-30-2013,,,,,,,,,,43136.833333333336
4826,,,,,04-30-2013,,,,,,,,,,21211.75
4970,,,,,04-30-2013,,,,,,,,,,6892.166666666667
5078,,,,,04-30-2013,,,,,,,,,,8461.25
5198,,,,,04-30-2013,,,,,,,,,,108234.66666666667
5306,,,,,04-30-2013,,,,,,,,,,256440.41666666666
5534,,,,,04-30-2013,,,,,,,,,,2439.0833333333335
5774,,,,,04-30-2013,,,,,,,,,,2956.1666666666665
5990,,,,,04-30-2013,,,,,,,,,,55674.166666666664
6998,,,,,04-30-2013,,,,,,,,,,24406.25
7109,,,,,04-30-2013,,,,,,,,,,231853.5
1359,,,,,03-31-2022,,,,,,,,,,23218.0
2235,,,,,03-31-2022,,,,,,,,,,26698.333333333332
3387,,,,,03-31-2022,,,,,,,,,,36761.5
5091,,,,,03-31-2022,,,,,,,,,,597632.8333333334
1371,,,,,03-31-2021,,,,,,,,,,18954.0
1779,,,,,03-31-2021,,,,,,,,,,55871.083333333336
1971,,,,,03-31-2021,,,,,,,,,,216989.33333333334
2247,,,,,03-31-2021,,,,,,,,,,26562.583333333332
2763,,,,,03-31-2021,,,,,,,,,,0.0
3399,,,,,03-31-2021,,,,,,,,,,20519.166666666668
3699,,,,,03-31-2021,,,,,,,,,,2273.3333333333335
3915,,,,,03-31-2021,,,,,,,,,,833.3333333333334
4143,,,,,03-31-2021,,,,,,,,,,40209.333333333336
4299,,,,,03-31-2021,,,,,,,,,,13420.916666666666
4743,,,,,03-31-2021,,,,,,,,,,271371.6666666667
4875,,,,,03-31-2021,,,,,,,,,,19089.5
5103,,,,,03-31-2021,,,,,,,,,,390757.5
5211,,,,,03-31-2021,,,,,,,,,,230316.0
5439,,,,,03-31-2021,,,,,,,,,,1272.0833333333333
5679,,,,,03-31-2021,,,,,,,,,,25141.083333333332
5895,,,,,03-31-2021,,,,,,,,,,351643.6666666667
6903,,,,,03-31-2021,,,,,,,,,,73303.66666666667
7419,,,,,03-31-2021,,,,,,,,,,258100.25
7618,,,,,03-31-2021,,,,,,,,,,21528.833333333332
1383,,,,,03-31-2020,,,,,,,,,,18212.25
1791,,,,,03-31-2020,,,,,,,,,,32075.166666666668
1983,,,,,03-31-2020,,,,,,,,,,107989.5
2259,,,,,03-31-2020,,,,,,,,,,25454.333333333332
2775,,,,,03-31-2020,,,,,,,,,,0.0
3711,,,,,03-31-2020,,,,,,,,,,2109.6666666666665
3927,,,,,03-31-2020,,,,,,,,,,2083.3333333333335
4155,,,,,03-31-2020,,,,,,,,,,18768.583333333332
4311,,,,,03-31-2020,,,,,,,,,,1566.8333333333333
4755,,,,,03-31-2020,,,,,,,,,,293579.5
4887,,,,,03-31-2020,,,,,,,,,,36241.916666666664
5115,,,,,03-31-2020,,,,,,,,,,348707.5
5223,,,,,03-31-2020,,,,,,,,,,384777.0
5451,,,,,03-31-2020,,,,,,,,,,11408.5
5691,,,,,03-31-2020,,,,,,,,,,9881.583333333334
5907,,,,,03-31-2020,,,,,,,,,,270655.6666666667
6915,,,,,03-31-2020,,,,,,,,,,41459.25
7431,,,,,03-31-2020,,,,,,,,,,203660.66666666666
7630,,,,,03-31-2020,,,,,,,,,,23808.833333333332
819,,,,,03-31-2019,,,,,,,,,,1295361.75
879,,,,,03-31-2019,,,,,,,,,,713.4166666666666
1011,,,,,03-31-2019,,,,,,,,,,19762.833333333332
1059,,,,,03-31-2019,,,,,,,,,,14519.5
1103,,,,,03-31-2019,,,,,,,,,,149587.5
1251,,,,,03-31-2019,,,,,,,,,,24304.833333333332
1395,,,,,03-31-2019,,,,,,,,,,22420.583333333332
1803,,,,,03-31-2019,,,,,,,,,,14125.25
1995,,,,,03-31-2019,,,,,,,,,,88420.33333333333
2271,,,,,03-31-2019,,,,,,,,,,14505.666666666666
2787,,,,,03-31-2019,,,,,,,,,,50.0
3411,,,,,03-31-2019,,,,,,,,,,20098.0
3939,,,,,03-31-2019,,,,,,,,,,21895.166666666668
4167,,,,,03-31-2019,,,,,,,,,,34506.0
4767,,,,,03-31-2019,,,,,,,,,,219945.33333333334
4899,,,,,03-31-2019,,,,,,,,,,35128.0
5127,,,,,03-31-2019,,,,,,,,,,150850.75
5235,,,,,03-31-2019,,,,,,,,,,321697.75
5463,,,,,03-31-2019,,,,,,,,,,1569.5833333333333
5703,,,,,03-31-2019,,,,,,,,,,2145.5833333333335
5919,,,,,03-31-2019,,,,,,,,,,134703.0
6747,,,,,03-31-2019,,,,,,,,,,0.0
6927,,,,,03-31-2019,,,,,,,,,,89554.41666666667
7443,,,,,03-31-2019,,,,,,,,,,139140.5
7642,,,,,03-31-2019,,,,,,,,,,25067.5
807,,,,,03-31-2018,,,,,,,,,,178096.25
867,,,,,03-31-2018,,,,,,,,,,451.3333333333333
903,,,,,03-31-2018,,,,,,,,,,0.0
1047,,,,,03-31-2018,,,,,,,,,,6109.833333333333
1091,,,,,03-31-2018,,,,,,,,,,45063.583333333336
1239,,,,,03-31-2018,,,,,,,,,,32503.916666666668
1407,,,,,03-31-2018,,,,,,,,,,24789.916666666668
1815,,,,,03-31-2018,,,,,,,,,,15672.583333333334
2007,,,,,03-31-2018,,,,,,,,,,116674.16666666667
2283,,,,,03-31-2018,,,,,,,,,,29825.666666666668
2799,,,,,03-31-2018,,,,,,,,,,25.0
3951,,,,,03-31-2018,,,,,,,,,,19296.666666666668
4179,,,,,03-31-2018,,,,,,,,,,11379.583333333334
4779,,,,,03-31-2018,,,,,,,,,,203964.33333333334
4911,,,,,03-31-2018,,,,,,,,,,41033.083333333336
5019,,,,,03-31-2018,,,,,,,,,,120788.91666666667
5139,,,,,03-31-2018,,,,,,,,,,220112.91666666666
5247,,,,,03-31-2018,,,,,,,,,,82359.75
5475,,,,,03-31-2018,,,,,,,,,,1288.0833333333333
5715,,,,,03-31-2018,,,,,,,,,,10682.25
5931,,,,,03-31-2018,,,,,,,,,,184614.41666666666
6939,,,,,03-31-2018,,,,,,,,,,9492.166666666666
7455,,,,,03-31-2018,,,,,,,,,,214194.25
7654,,,,,03-31-2018,,,,,,,,,,26324.75
795,,,,,03-31-2017,,,,,,,,,,524612.9166666666
855,,,,,03-31-2017,,,,,,,,,,93.33333333333333
975,,,,,03-31-2017,,,,,,,,,,31734.75
1035,,,,,03-31-2017,,,,,,,,,,10516.166666666666
1079,,,,,03-31-2017,,,,,,,,,,283561.3333333333
1227,,,,,03-31-2017,,,,,,,,,,61779.666666666664
1419,,,,,03-31-2017,,,,,,,,,,13259.083333333334
1827,,,,,03-31-2017,,,,,,,,,,11293.833333333334
2019,,,,,03-31-2017,,,,,,,,,,70440.58333333333
2295,,,,,03-31-2017,,,,,,,,,,22983.0
2811,,,,,03-31-2017,,,,,,,,,,45.833333333333336
3963,,,,,03-31-2017,,,,,,,,,,63607.75
4791,,,,,03-31-2017,,,,,,,,,,192175.5
4923,,,,,03-31-2017,,,,,,,,,,49156.25
5031,,,,,03-31-2017,,,,,,,,,,21041.666666666668
5151,,,,,03-31-2017,,,,,,,,,,135372.33333333334
5259,,,,,03-31-2017,,,,,,,,,,63194.333333333336
5487,,,,,03-31-2017,,,,,,,,,,1120.8333333333333
5727,,,,,03-31-2017,,,,,,,,,,1582.0
5943,,,,,03-31-2017,,,,,,,,,,129138.66666666667
6771,,,,,03-31-2017,,,,,,,,,,0.0
6951,,,,,03-31-2017,,,,,,,,,,14362.5
7467,,,,,03-31-2017,,,,,,,,,,128070.75
7666,,,,,03-31-2017,,,,,,,,,,40590.666666666664
783,,,,,03-31-2016,,,,,,,,,,240646.5
843,,,,,03-31-2016,,,,,,,,,,101.0
891,,,,,03-31-2016,,,,,,,,,,0.0
963,,,,,03-31-2016,,,,,,,,,,11874.25
1023,,,,,03-31-2016,,,,,,,,,,8595.666666666666
1067,,,,,03-31-2016,,,,,,,,,,265965.6666666667
1215,,,,,03-31-2016,,,,,,,,,,22899.333333333332
1431,,,,,03-31-2016,,,,,,,,,,19680.916666666668
1839,,,,,03-31-2016,,,,,,,,,,11622.5
2031,,,,,03-31-2016,,,,,,,,,,80997.75
2307,,,,,03-31-2016,,,,,,,,,,11518.916666666666
3975,,,,,03-31-2016,,,,,,,,,,111611.33333333333
4803,,,,,03-31-2016,,,,,,,,,,168362.58333333334
4935,,,,,03-31-2016,,,,,,,,,,30658.75
5043,,,,,03-31-2016,,,,,,,,,,36133.333333333336
5163,,,,,03-31-2016,,,,,,,,,,202058.66666666666
5271,,,,,03-31-2016,,,,,,,,,,56690.5
5499,,,,,03-31-2016,,,,,,,,,,1227.6666666666667
5739,,,,,03-31-2016,,,,,,,,,,1189.5
5955,,,,,03-31-2016,,,,,,,,,,57671.166666666664
6963,,,,,03-31-2016,,,,,,,,,,8339.333333333334
7479,,,,,03-31-2016,,,,,,,,,,154865.83333333334
7678,,,,,03-31-2016,,,,,,,,,,28219.083333333332
771,,,,,03-31-2015,,,,,,,,,,182445.33333333334
831,,,,,03-31-2015,,,,,,,,,,37.833333333333336
1203,,,,,03-31-2015,,,,,,,,,,38924.333333333336
1443,,,,,03-31-2015,,,,,,,,,,9751.5
1851,,,,,03-31-2015,,,,,,,,,,8615.666666666666
2043,,,,,03-31-2015,,,,,,,,,,47671.166666666664
2835,,,,,03-31-2015,,,,,,,,,,0.0
3987,,,,,03-31-2015,,,,,,,,,,34371.75
4815,,,,,03-31-2015,,,,,,,,,,87629.66666666667
4947,,,,,03-31-2015,,,,,,,,,,30332.333333333332
5055,,,,,03-31-2015,,,,,,,,,,16921.416666666668
5175,,,,,03-31-2015,,,,,,,,,,103028.5
5283,,,,,03-31-2015,,,,,,,,,,112969.75
5511,,,,,03-31-2015,,,,,,,,,,1262.1666666666667
5751,,,,,03-31-2015,,,,,,,,,,1356.4166666666667
5967,,,,,03-31-2015,,,,,,,,,,52771.416666666664
6975,,,,,03-31-2015,,,,,,,,,,14758.25
7491,,,,,03-31-2015,,,,,,,,,,156768.83333333334
7690,,,,,03-31-2015,,,,,,,,,,35758.416666666664
2055,,,,,03-31-2014,,,,,,,,,,18956.5
2319,,,,,03-31-2014,,,,,,,,,,8604.416666666666
2327,,,,,03-31-2014,,,,,,,,,,166820.25
2847,,,,,03-31-2014,,,,,,,,,,0.0
3999,,,,,03-31-2014,,,,,,,,,,35005.166666666664
4959,,,,,03-31-2014,,,,,,,,,,17191.5
5067,,,,,03-31-2014,,,,,,,,,,18040.083333333332
5187,,,,,03-31-2014,,,,,,,,,,129903.75
5295,,,,,03-31-2014,,,,,,,,,,177293.5
5523,,,,,03-31-2014,,,,,,,,,,1950.4166666666667
5763,,,,,03-31-2014,,,,,,,,,,3737.75
5979,,,,,03-31-2014,,,,,,,,,,17099.75
6987,,,,,03-31-2014,,,,,,,,,,38347.916666666664
7503,,,,,03-31-2014,,,,,,,,,,178728.41666666666
7702,,,,,03-31-2014,,,,,,,,,,29709.083333333332
2067,,,,,03-31-2013,,,,,,,,,,14935.666666666666
2859,,,,,03-31-2013,,,,,,,,,,0.0
4011,,,,,03-31-2013,,,,,,,,,,43136.833333333336
4827,,,,,03-31-2013,,,,,,,,,,21211.75
4971,,,,,03-31-2013,,,,,,,,,,6892.166666666667
5079,,,,,03-31-2013,,,,,,,,,,8461.25
5199,,,,,03-31-2013,,,,,,,,,,108234.66666666667
5307,,,,,03-31-2013,,,,,,,,,,256440.41666666666
5535,,,,,03-31-2013,,,,,,,,,,2439.0833333333335
5775,,,,,03-31-2013,,,,,,,,,,2956.1666666666665
5991,,,,,03-31-2013,,,,,,,,,,55674.166666666664
6999,,,,,03-31-2013,,,,,,,,,,24406.25
1449,,,,,03-30-2022,,,,,,,,,,22607.583333333332
1557,,,,,03-30-2022,,,,,,,,,,726250.0
1665,,,,,03-30-2022,,,,,,,,,,150485.16666666666
1860,,,,,03-30-2022,,,,,,,,,,2189755.0
2073,,,,,03-30-2022,,,,,,,,,,133.33333333333334
2169,,,,,03-30-2022,,,,,,,,,,40120.416666666664
2337,,,,,03-30-2022,,,,,,,,,,283713.5833333333
2445,,,,,03-30-2022,,,,,,,,,,37642.833333333336
2541,,,,,03-30-2022,,,,,,,,,,1203891.6666666667
2649,,,,,03-30-2022,,,,,,,,,,192191.91666666666
2901,,,,,03-30-2022,,,,,,,,,,1156.4166666666667
3009,,,,,03-30-2022,,,,,,,,,,57997.25
3093,,,,,03-30-2022,,,,,,,,,,74728.25
3189,,,,,03-30-2022,,,,,,,,,,0.0
3513,,,,,03-30-2022,,,,,,,,,,1203029.0
3621,,,,,03-30-2022,,,,,,,,,,310377.3333333333
3717,,,,,03-30-2022,,,,,,,,,,326102.8333333333
4029,,,,,03-30-2022,,,,,,,,,,151779.5
4185,,,,,03-30-2022,,,,,,,,,,72737.91666666667
4317,,,,,03-30-2022,,,,,,,,,,1042094.4166666666
4425,,,,,03-30-2022,,,,,,,,,,31155.333333333332
4629,,,,,03-30-2022,,,,,,,,,,33384.0
4833,,,,,03-30-2022,,,,,,,,,,124316.5
4977,,,,,03-30-2022,,,,,,,,,,129427.58333333333
5313,,,,,03-30-2022,,,,,,,,,,474201.25
5637,,,,,03-30-2022,,,,,,,,,,752.0833333333334
5781,,,,,03-30-2022,,,,,,,,,,109559.0
5997,,,,,03-30-2022,,,,,,,,,,7194.5
6093,,,,,03-30-2022,,,,,,,,,,209461.33333333334
6345,,,,,03-30-2022,,,,,,,,,,53319.0
6453,,,,,03-30-2022,,,,,,,,,,29424.5
6489,,,,,03-30-2022,,,,,,,,,,76045.41666666667
6597,,,,,03-30-2022,,,,,,,,,,5991.083333333333
6657,,,,,03-30-2022,,,,,,,,,,19722.833333333332
7305,,,,,03-30-2022,,,,,,,,,,314317.8333333333
7509,,,,,03-30-2022,,,,,,,,,,2041.5
7809,,,,,03-30-2022,,,,,,,,,,584376.5
7929,,,,,03-30-2022,,,,,,,,,,7353070.833333333
1344,,,,,03-30-2021,,,,,,,,,,0.0
1461,,,,,03-30-2021,,,,,,,,,,2099.75
1569,,,,,03-30-2021,,,,,,,,,,3144000.0
1677,,,,,03-30-2021,,,,,,,,,,343440.6666666667
1872,,,,,03-30-2021,,,,,,,,,,1843451.0833333333
2085,,,,,03-30-2021,,,,,,,,,,41.666666666666664
2181,,,,,03-30-2021,,,,,,,,,,57676.166666666664
2349,,,,,03-30-2021,,,,,,,,,,382491.9166666667
2457,,,,,03-30-2021,,,,,,,,,,56622.416666666664
2553,,,,,03-30-2021,,,,,,,,,,903218.6666666666
2661,,,,,03-30-2021,,,,,,,,,,15775.583333333334
2913,,,,,03-30-2021,,,,,,,,,,1008.5
3021,,,,,03-30-2021,,,,,,,,,,10584.75
3105,,,,,03-30-2021,,,,,,,,,,110770.08333333333
3417,,,,,03-30-2021,,,,,,,,,,353944.25
3525,,,,,03-30-2021,,,,,,,,,,636988.5
3633,,,,,03-30-2021,,,,,,,,,,246920.5
3729,,,,,03-30-2021,,,,,,,,,,375933.9166666667
3825,,,,,03-30-2021,,,,,,,,,,15294.583333333334
4041,,,,,03-30-2021,,,,,,,,,,50098.25
4197,,,,,03-30-2021,,,,,,,,,,77535.33333333333
4329,,,,,03-30-2021,,,,,,,,,,702418.5
4437,,,,,03-30-2021,,,,,,,,,,239826.08333333334
4536,,,,,03-30-2021,,,,,,,,,,23687.5
4641,,,,,03-30-2021,,,,,,,,,,28897.25
4845,,,,,03-30-2021,,,,,,,,,,172364.33333333334
4989,,,,,03-30-2021,,,,,,,,,,69420.5
5325,,,,,03-30-2021,,,,,,,,,,532253.1666666666
5541,,,,,03-30-2021,,,,,,,,,,13214.333333333334
5649,,,,,03-30-2021,,,,,,,,,,2173.4166666666665
5793,,,,,03-30-2021,,,,,,,,,,149132.25
6009,,,,,03-30-2021,,,,,,,,,,4098.833333333333
6105,,,,,03-30-2021,,,,,,,,,,177319.25
6201,,,,,03-30-2021,,,,,,,,,,31191.25
6252,,,,,03-30-2021,,,,,,,,,,35101.833333333336
6357,,,,,03-30-2021,,,,,,,,,,50202.333333333336
6465,,,,,03-30-2021,,,,,,,,,,9666.666666666666
6501,,,,,03-30-2021,,,,,,,,,,63175.5
6609,,,,,03-30-2021,,,,,,,,,,11379.416666666666
6669,,,,,03-30-2021,,,,,,,,,,3802.0833333333335
6801,,,,,03-30-2021,,,,,,,,,,1711308.1666666667
7128,,,,,03-30-2021,,,,,,,,,,10068.666666666666
7221,,,,,03-30-2021,,,,,,,,,,423786.9166666667
7317,,,,,03-30-2021,,,,,,,,,,290389.4166666667
7521,,,,,03-30-2021,,,,,,,,,,6228.916666666667
7713,,,,,03-30-2021,,,,,,,,,,30026.833333333332
7821,,,,,03-30-2021,,,,,,,,,,685840.0
7941,,,,,03-30-2021,,,,,,,,,,9481140.416666666
705,,,,,03-30-2020,,,,,,,,,,36438.5
945,,,,,03-30-2020,,,,,,,,,,68405.5
1161,,,,,03-30-2020,,,,,,,,,,16989.166666666668
1281,,,,,03-30-2020,,,,,,,,,,230724.5
1332,,,,,03-30-2020,,,,,,,,,,0.0
1473,,,,,03-30-2020,,,,,,,,,,2739.1666666666665
1581,,,,,03-30-2020,,,,,,,,,,1734666.6666666667
1689,,,,,03-30-2020,,,,,,,,,,232600.58333333334
1884,,,,,03-30-2020,,,,,,,,,,1382619.4166666667
2097,,,,,03-30-2020,,,,,,,,,,114.58333333333333
2193,,,,,03-30-2020,,,,,,,,,,85699.08333333333
2361,,,,,03-30-2020,,,,,,,,,,136617.0
2469,,,,,03-30-2020,,,,,,,,,,32699.666666666668
2565,,,,,03-30-2020,,,,,,,,,,860410.75
2673,,,,,03-30-2020,,,,,,,,,,84705.08333333333
2925,,,,,03-30-2020,,,,,,,,,,845.0
3033,,,,,03-30-2020,,,,,,,,,,12012.083333333334
3117,,,,,03-30-2020,,,,,,,,,,93857.08333333333
3429,,,,,03-30-2020,,,,,,,,,,229705.91666666666
3537,,,,,03-30-2020,,,,,,,,,,656136.0833333334
3645,,,,,03-30-2020,,,,,,,,,,333470.25
3741,,,,,03-30-2020,,,,,,,,,,183705.16666666666
3837,,,,,03-30-2020,,,,,,,,,,15186.583333333334
4053,,,,,03-30-2020,,,,,,,,,,40832.25
4209,,,,,03-30-2020,,,,,,,,,,57361.666666666664
4341,,,,,03-30-2020,,,,,,,,,,650656.6666666666
4449,,,,,03-30-2020,,,,,,,,,,222625.25
4548,,,,,03-30-2020,,,,,,,,,,40679.25
4653,,,,,03-30-2020,,,,,,,,,,4518.333333333333
4857,,,,,03-30-2020,,,,,,,,,,82172.83333333333
5001,,,,,03-30-2020,,,,,,,,,,144196.83333333334
5337,,,,,03-30-2020,,,,,,,,,,697369.0833333334
5661,,,,,03-30-2020,,,,,,,,,,22526.916666666668
5805,,,,,03-30-2020,,,,,,,,,,92794.25
6021,,,,,03-30-2020,,,,,,,,,,471.5
6117,,,,,03-30-2020,,,,,,,,,,145446.08333333334
6213,,,,,03-30-2020,,,,,,,,,,19499.083333333332
6264,,,,,03-30-2020,,,,,,,,,,69122.25
6369,,,,,03-30-2020,,,,,,,,,,46816.833333333336
6477,,,,,03-30-2020,,,,,,,,,,30509.5
6513,,,,,03-30-2020,,,,,,,,,,61431.833333333336
6621,,,,,03-30-2020,,,,,,,,,,12290.0
6681,,,,,03-30-2020,,,,,,,,,,2168.0833333333335
6813,,,,,03-30-2020,,,,,,,,,,1227053.9166666667
7140,,,,,03-30-2020,,,,,,,,,,4563.583333333333
7233,,,,,03-30-2020,,,,,,,,,,333656.5833333333
7329,,,,,03-30-2020,,,,,,,,,,914871.5833333334
7533,,,,,03-30-2020,,,,,,,,,,4148.0
7725,,,,,03-30-2020,,,,,,,,,,49740.416666666664
7833,,,,,03-30-2020,,,,,,,,,,599063.0
7953,,,,,03-30-2020,,,,,,,,,,6323021.0
693,,,,,03-30-2019,,,,,,,,,,43580.25
753,,,,,03-30-2019,,,,,,,,,,140786.58333333334
933,,,,,03-30-2019,,,,,,,,,,120281.08333333333
1149,,,,,03-30-2019,,,,,,,,,,12073.5
1269,,,,,03-30-2019,,,,,,,,,,138596.66666666666
1320,,,,,03-30-2019,,,,,,,,,,0.0
1485,,,,,03-30-2019,,,,,,,,,,6496.75
1593,,,,,03-30-2019,,,,,,,,,,997583.3333333334
1701,,,,,03-30-2019,,,,,,,,,,124272.08333333333
1896,,,,,03-30-2019,,,,,,,,,,1434967.3333333333
2109,,,,,03-30-2019,,,,,,,,,,375.0
2373,,,,,03-30-2019,,,,,,,,,,130037.08333333333
2481,,,,,03-30-2019,,,,,,,,,,29437.083333333332
2577,,,,,03-30-2019,,,,,,,,,,657569.25
2685,,,,,03-30-2019,,,,,,,,,,29026.25
2937,,,,,03-30-2019,,,,,,,,,,1630.5833333333333
3045,,,,,03-30-2019,,,,,,,,,,12124.5
3129,,,,,03-30-2019,,,,,,,,,,67967.16666666667
3441,,,,,03-30-2019,,,,,,,,,,202975.25
3549,,,,,03-30-2019,,,,,,,,,,407849.0
3657,,,,,03-30-2019,,,,,,,,,,200812.91666666666
3753,,,,,03-30-2019,,,,,,,,,,69531.16666666667
3849,,,,,03-30-2019,,,,,,,,,,72085.0
4065,,,,,03-30-2019,,,,,,,,,,26792.333333333332
4221,,,,,03-30-2019,,,,,,,,,,69822.33333333333
4353,,,,,03-30-2019,,,,,,,,,,690080.4166666666
4461,,,,,03-30-2019,,,,,,,,,,297631.0
4560,,,,,03-30-2019,,,,,,,,,,31478.25
4665,,,,,03-30-2019,,,,,,,,,,12972.083333333334
5349,,,,,03-30-2019,,,,,,,,,,648596.75
5817,,,,,03-30-2019,,,,,,,,,,96900.41666666667
6033,,,,,03-30-2019,,,,,,,,,,7391.166666666667
6129,,,,,03-30-2019,,,,,,,,,,74310.66666666667
6225,,,,,03-30-2019,,,,,,,,,,18464.666666666668
6276,,,,,03-30-2019,,,,,,,,,,47435.583333333336
6381,,,,,03-30-2019,,,,,,,,,,36190.0
6525,,,,,03-30-2019,,,,,,,,,,55463.833333333336
6633,,,,,03-30-2019,,,,,,,,,,16934.25
6693,,,,,03-30-2019,,,,,,,,,,297.8333333333333
6825,,,,,03-30-2019,,,,,,,,,,1519861.0
7152,,,,,03-30-2019,,,,,,,,,,14266.75
7245,,,,,03-30-2019,,,,,,,,,,408221.8333333333
7341,,,,,03-30-2019,,,,,,,,,,1175086.0
7545,,,,,03-30-2019,,,,,,,,,,3407.6666666666665
7737,,,,,03-30-2019,,,,,,,,,,47496.0
7845,,,,,03-30-2019,,,,,,,,,,388934.0833333333
7965,,,,,03-30-2019,,,,,,,,,,4086570.0833333335
681,,,,,03-30-2018,,,,,,,,,,28893.833333333332
741,,,,,03-30-2018,,,,,,,,,,102651.66666666667
921,,,,,03-30-2018,,,,,,,,,,113320.66666666667
1137,,,,,03-30-2018,,,,,,,,,,18769.583333333332
1308,,,,,03-30-2018,,,,,,,,,,0.0
1497,,,,,03-30-2018,,,,,,,,,,6593.333333333333
1605,,,,,03-30-2018,,,,,,,,,,1255500.0
1713,,,,,03-30-2018,,,,,,,,,,158428.08333333334
1908,,,,,03-30-2018,,,,,,,,,,1424590.6666666667
2121,,,,,03-30-2018,,,,,,,,,,108433.33333333333
2205,,,,,03-30-2018,,,,,,,,,,44928.583333333336
2385,,,,,03-30-2018,,,,,,,,,,146154.25
2493,,,,,03-30-2018,,,,,,,,,,23918.166666666668
2589,,,,,03-30-2018,,,,,,,,,,681136.25
2697,,,,,03-30-2018,,,,,,,,,,22433.416666666668
2949,,,,,03-30-2018,,,,,,,,,,489.0833333333333
3057,,,,,03-30-2018,,,,,,,,,,7406.5
3453,,,,,03-30-2018,,,,,,,,,,186384.33333333334
3561,,,,,03-30-2018,,,,,,,,,,384451.0833333333
3669,,,,,03-30-2018,,,,,,,,,,153349.08333333334
3765,,,,,03-30-2018,,,,,,,,,,57808.916666666664
3861,,,,,03-30-2018,,,,,,,,,,61572.916666666664
4077,,,,,03-30-2018,,,,,,,,,,22993.25
4233,,,,,03-30-2018,,,,,,,,,,61072.0
4365,,,,,03-30-2018,,,,,,,,,,712445.8333333334
4473,,,,,03-30-2018,,,,,,,,,,325217.0
4572,,,,,03-30-2018,,,,,,,,,,11778.166666666666
4677,,,,,03-30-2018,,,,,,,,,,19129.25
5361,,,,,03-30-2018,,,,,,,,,,702527.1666666666
5829,,,,,03-30-2018,,,,,,,,,,83782.83333333333
6045,,,,,03-30-2018,,,,,,,,,,3685.0
6141,,,,,03-30-2018,,,,,,,,,,87030.33333333333
6237,,,,,03-30-2018,,,,,,,,,,32760.75
6288,,,,,03-30-2018,,,,,,,,,,95282.08333333333
6393,,,,,03-30-2018,,,,,,,,,,47252.166666666664
6537,,,,,03-30-2018,,,,,,,,,,70274.41666666667
6645,,,,,03-30-2018,,,,,,,,,,10561.25
6705,,,,,03-30-2018,,,,,,,,,,592.4166666666666
6837,,,,,03-30-2018,,,,,,,,,,811698.0
7164,,,,,03-30-2018,,,,,,,,,,18978.416666666668
7257,,,,,03-30-2018,,,,,,,,,,398867.6666666667
7353,,,,,03-30-2018,,,,,,,,,,747872.9166666666
7557,,,,,03-30-2018,,,,,,,,,,3769.4166666666665
