EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
261712580_2020,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2020.0,12-31-2020,92112.0,0,5050,0,0,242800,4179440,0,4427290,4184490
261712580_2019,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2019.0,12-31-2019,92112.0,0,9365,0,0,0,1800844,0,1810209,1810209
261712580_2018,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2018.0,12-31-2018,92112.0,0,9375,0,0,0,2631980,0,2641355,2641355
261712580_2017,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2017.0,12-31-2017,92112.0,0,0,0,0,0,1624468,0,1624468,1624468
261712580_2016,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2016.0,12-31-2016,92112.0,0,0,0,0,0,2424704,0,2424704,2424704
261712580_2015,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2015.0,12-31-2015,92112.0,0,0,0,0,0,1236342,0,1236342,1236342
261712580_2014,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2014.0,12-31-2014,92112.0,0,0,0,0,0,1558845,0,1558845,1558845
261712580_2013,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580.0,2013.0,12-31-2013,0.0,0,4050,0,0,0,1294766,0,1298816,1298816
330317950_2021,COMMUNITY HOUSING WORKS,330317950.0,2021.0,12-31-2021,92108.0,0,0,0,1275925,2407658,1487867,0,5171450,2763792
330317950_2020,COMMUNITY HOUSING WORKS,330317950.0,2020.0,12-31-2020,92108.0,0,0,0,3252996,1628956,1364328,0,6246280,4617324
330317950_2019,COMMUNITY HOUSING WORKS,330317950.0,2019.0,12-31-2019,92108.0,0,0,0,2915400,1426417,944973,0,5286790,3860373
330317950_2018,COMMUNITY HOUSING WORKS,330317950.0,2018.0,12-31-2018,92108.0,0,0,0,0,5739760,988317,0,6728077,988317
330317950_2017,COMMUNITY HOUSING WORKS,330317950.0,2017.0,12-31-2017,92108.0,0,0,201036,0,847813,557296,0,1606145,758332
330317950_2016,COMMUNITY HOUSING WORKS,330317950.0,2016.0,12-31-2016,92108.0,0,0,178333,0,910318,501953,0,1590604,680286
330317950_2015,COMMUNITY HOUSING WORKS,330317950.0,2015.0,12-31-2015,92108.0,0,0,0,0,2257896,1355637,0,3613533,1355637
330317950_2014,COMMUNITY HOUSING WORKS,330317950.0,2014.0,12-31-2014,92108.0,0,0,0,0,0,2127522,0,2127522,2127522
330317950_2013,COMMUNITY HOUSING WORKS,330317950.0,2013.0,12-31-2013,0.0,0,0,0,0,0,3077285,0,3077285,3077285
952213995_2021,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2021.0,06-30-2022,92123.0,4791394,0,0,0,1368458,899021,0,7058873,5690415
952213995_2020,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2020.0,06-30-2021,92123.0,5536302,0,108400,0,1403862,742336,0,7790900,6387038
952213995_2019,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2019.0,06-30-2020,92123.0,6556292,0,0,0,2803722,1812137,7360,11172151,8368429
952213995_2018,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2018.0,06-30-2019,92123.0,7049076,0,70375,0,509810,663710,0,8292971,7783161
952213995_2017,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2017.0,06-30-2018,92123.0,7976397,0,0,0,79332,453929,143347,8509658,8430326
952213995_2016,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2016.0,06-30-2017,92123.0,11952024,0,107258,0,913342,918225,1833,13890849,12977507
952213995_2015,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2015.0,06-30-2016,92123.0,13299476,0,37500,0,901775,754543,10000,14993294,14091519
952213995_2014,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2014.0,06-30-2015,92123.0,14528801,0,19500,0,69775,756087,5761,15374163,15304388
952213995_2013,UNITED WAY OF SAN DIEGO COUNTY,952213995.0,2013.0,06-30-2014,0.0,14649278,0,17000,0,57024,2012161,23815,16735463,16678439
272917644_2017,KAREN ORGANIZATION OF SAN DIEGO,272917644,2017,12-31-2017,92105.0,0,0,2888,0,0,132638,0,135526,135526
330008269_2021,ADJOIN FORMERLY COMMUNITY CATALYSTS OF CA,330008269.0,2021.0,12-31-2021,92123.0,0,0,0,0,11022640,15265,0,11037905,15265
330008269_2020,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2020.0,12-31-2020,92111.0,0,0,0,0,7508861,136902,0,7645763,136902
330008269_2019,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2019.0,12-31-2019,92111.0,0,0,0,0,4315826,18835,0,4334661,18835
330008269_2018,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2018.0,12-31-2018,92111.0,0,0,0,0,4486116,15457,0,4501573,15457
330008269_2017,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2017.0,12-31-2017,92111.0,0,0,0,0,4079963,13450,0,4093413,13450
330008269_2016,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2016.0,12-31-2016,92111.0,0,0,0,0,4117430,14732,0,4132162,14732
330008269_2015,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2015.0,12-31-2015,92111.0,0,0,0,0,2577779,15146,0,2592925,15146
330008269_2014,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2014.0,12-31-2014,92111.0,0,0,0,0,2111479,23405,0,2134884,23405
330008269_2013,COMMUNITY CATALYSTS OF CALIFORNIA,330008269.0,2013.0,12-31-2013,0.0,0,0,0,0,1057513,29269,0,1086782,29269
952949636_2020,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2020.0,06-30-2021,92127.0,0,0,0,0,0,158572,0,158572,158572
952949636_2019,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2019.0,06-30-2020,92127.0,0,0,0,0,132432,0,0,132432,0
952949636_2018,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2018.0,06-30-2019,92127.0,0,0,0,0,161530,0,0,161530,0
952949636_2017,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2017.0,06-30-2018,92127.0,0,0,0,0,139382,0,0,139382,0
952949636_2016,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2016.0,06-30-2017,92127.0,0,0,0,0,141447,0,0,141447,0
952949636_2015,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2015.0,06-30-2016,92127.0,0,0,0,0,320264,0,0,320264,0
952949636_2014,CATHEDRAL PLAZA DEVELOPMENT CORP CO ROYAL PROPERTY MGMT GROUP INC,952949636.0,2014.0,06-30-2015,92127.0,0,0,0,0,433182,0,0,433182,0
263405689_2015,GENERATEHOPE INC,263405689,2015,12-31-2015,92108.0,0,0,12315,0,153154,559739,0,725208,572054
330553704_2021,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704.0,2021.0,06-30-2022,92020.0,0,0,0,0,0,9025,0,9025,9025
330553704_2020,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704.0,2020.0,06-30-2021,92020.0,0,0,0,0,0,26081,0,26081,26081
330553704_2019,SAN DIEGO EAST COUNTY CHAMBER FDN,330553704.0,2019.0,06-30-2020,92020.0,0,0,0,0,7000,270323,0,277323,270323
330623634_2021,TOWNSPEOPLE,330623634.0,2021.0,12-31-2021,92104.0,0,0,0,0,1404789,301693,0,1706482,301693
330623634_2020,TOWNSPEOPLE,330623634.0,2020.0,12-31-2020,92103.0,0,0,0,0,1222446,118579,0,1341025,118579
330623634_2019,TOWNSPEOPLE,330623634.0,2019.0,12-31-2019,92103.0,0,0,0,0,1043179,25747,0,1068926,25747
330623634_2018,TOWNSPEOPLE,330623634.0,2018.0,12-31-2018,92103.0,0,0,0,0,830118,128187,0,958305,128187
330623634_2017,TOWNSPEOPLE,330623634.0,2017.0,12-31-2017,92103.0,0,0,0,0,685289,18984,3430,704273,18984
330623634_2016,TOWNSPEOPLE,330623634.0,2016.0,12-31-2016,92103.0,0,0,0,0,732642,14274,0,746916,14274
330623634_2015,TOWNSPEOPLE,330623634.0,2015.0,12-31-2015,92103.0,0,0,0,0,450427,16277,0,466704,16277
330623634_2014,TOWNSPEOPLE,330623634.0,2014.0,12-31-2014,92103.0,0,0,0,0,326207,44853,0,371060,44853
330623634_2013,TOWNSPEOPLE,330623634.0,2013.0,12-31-2013,0.0,0,0,0,0,595951,35474,0,631425,35474
956379598_2021,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2021.0,06-30-2022,92109.0,0,0,463831,0,5516946,850877,16256,6831654,1314708
956379598_2020,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2020.0,06-30-2021,92109.0,0,0,493759,0,4983768,1295828,21422,6773355,1789587
956379598_2019,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2019.0,06-30-2020,92109.0,0,0,169778,0,4963840,943753,50456,6077371,1113531
956379598_2018,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2018.0,06-30-2019,92109.0,0,0,431150,0,4702859,731655,33999,5865664,1162805
956379598_2017,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2017.0,06-30-2018,92109.0,0,0,286098,0,4101800,719296,35080,5107194,1005394
956379598_2016,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2016.0,06-30-2017,92109.0,0,0,180995,0,3654739,747187,91441,4582921,928182
956379598_2015,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2015.0,06-30-2016,92109.0,0,0,238746,0,3215028,596261,29180,4050035,835007
956379598_2014,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2014.0,06-30-2015,92109.0,0,0,222496,0,3027355,693548,18123,3943399,916044
956379598_2013,CENTER FOR COMMUNITY SOLUTIONS,956379598.0,2013.0,06-30-2014,0.0,0,0,314055,0,2686916,1234390,172083,4235361,1548445
270865318_2021,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2021.0,12-31-2021,92021.0,0,0,0,0,0,4219724,3264414,4219724,4219724
270865318_2020,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2020.0,12-31-2020,92021.0,0,0,0,0,0,3247868,2243641,3247868,3247868
270865318_2019,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2019.0,12-31-2019,92021.0,0,0,0,0,0,1616436,1140751,1616436,1616436
270865318_2018,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2018.0,12-31-2018,92021.0,0,0,0,0,0,2215373,1511646,2215373,2215373
270865318_2017,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2017.0,12-31-2017,92021.0,0,0,0,0,80004,1549664,905744,1629668,1549664
270865318_2016,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2016.0,12-31-2016,92021.0,0,0,0,0,164573,692054,580726,856627,692054
270865318_2015,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2015.0,12-31-2015,92021.0,0,0,0,0,77030,633257,412106,710287,633257
270865318_2014,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2014.0,12-31-2014,92021.0,0,0,0,0,0,205197,75,205197,205197
270865318_2013,EAST COUNTY TRANSITIONAL LIVING CENTER INC,270865318.0,2013.0,12-31-2013,0.0,0,0,0,0,140946,668090,563555,809036,668090
952157559_2021,PATHFINDERS OF SAN DIEGO,952157559.0,2021.0,06-30-2022,92104.0,0,0,0,0,1752444,86334,0,1838778,86334
952157559_2020,PATHFINDERS OF SAN DIEGO,952157559.0,2020.0,06-30-2021,92104.0,0,0,0,0,1582762,49186,0,1631948,49186
952157559_2019,PATHFINDERS OF SAN DIEGO,952157559.0,2019.0,06-30-2020,92104.0,0,0,0,0,1191318,5658,0,1196976,5658
952157559_2018,PATHFINDERS OF SAN DIEGO,952157559.0,2018.0,06-30-2019,92104.0,0,0,0,0,1174540,88694,0,1263234,88694
952157559_2017,PATHFINDERS OF SAN DIEGO,952157559.0,2017.0,06-30-2018,92104.0,0,0,0,0,544103,44220,0,588323,44220
952157559_2016,PATHFINDERS OF SAN DIEGO,952157559.0,2016.0,06-30-2017,92104.0,0,0,0,0,460914,165917,0,626831,165917
952157559_2015,PATHFINDERS OF SAN DIEGO,952157559.0,2015.0,06-30-2016,92104.0,0,0,0,0,484499,37895,0,522394,37895
952157559_2014,PATHFINDERS OF SAN DIEGO,952157559.0,2014.0,06-30-2015,92104.0,0,0,0,0,482738,52975,0,535713,52975
953138268_2021,HOME START INC,953138268.0,2021.0,06-30-2022,92108.0,0,0,96200,0,9547671,2417336,49427,12061207,2513536
953138268_2020,HOME START INC,953138268.0,2020.0,06-30-2021,92108.0,0,0,148040,0,9010990,1979791,53907,11138821,2127831
953138268_2019,HOME START INC,953138268.0,2019.0,06-30-2020,92108.0,0,0,116759,0,6289693,1628594,110061,8035046,1745353
953138268_2018,HOME START INC,953138268.0,2018.0,06-30-2019,92108.0,0,0,157560,0,4585241,734168,91413,5476969,891728
953138268_2017,HOME START INC,953138268.0,2017.0,06-30-2018,92108.0,0,0,128764,0,4647050,915600,470035,5691414,1044364
953138268_2016,HOME START INC,953138268.0,2016.0,06-30-2017,92108.0,0,0,124963,0,4427963,1709373,529998,6262299,1834336
953138268_2015,HOME START INC,953138268.0,2015.0,06-30-2016,92108.0,0,0,60824,0,4395128,2181271,650718,6637223,2242095
953138268_2014,HOME START INC,953138268.0,2014.0,06-30-2015,92108.0,0,0,0,0,3856122,2530596,504545,6386718,2530596
953368020_2015,KIKU GARDENS INC,953368020,2015,06-30-2016,91911.0,0,0,1125,0,0,160,0,1285,1285
273390797_2020,SOMALI BANTU ASSOCIATION OF AMERICA,273390797.0,2020.0,06-30-2021,92105.0,0,0,0,0,293380,374295,5000,667675,374295
273390797_2019,SOMALI BANTU ASSOCIATION OF AMERICA,273390797.0,2019.0,06-30-2020,92105.0,0,0,0,0,402438,233989,463,636427,233989
273390797_2018,SOMALI BANTU ASSOCIATION OF AMERICA,273390797.0,2018.0,06-30-2019,92105.0,0,0,0,0,252176,221576,1000,473752,221576
273390797_2017,SOMALI BANTU ASSOCIATION OF AMERICA,273390797.0,2017.0,06-30-2018,92105.0,0,0,0,0,0,393129,15488,393129,393129
951944230_2020,VISTA HILL FOUNDATION,951944230.0,2020.0,09-30-2021,92123.0,0,0,0,421222,0,0,0,421222,421222
951944230_2019,VISTA HILL FOUNDATION,951944230.0,2019.0,09-30-2020,92123.0,0,0,0,829467,0,0,0,829467,829467
951944230_2018,VISTA HILL FOUNDATION,951944230.0,2018.0,09-30-2019,92123.0,0,0,0,519227,0,50000,0,569227,569227
951944230_2017,VISTA HILL FOUNDATION,951944230.0,2017.0,09-30-2018,92123.0,0,0,0,1143385,0,0,0,1143385,1143385
951944230_2016,VISTA HILL FOUNDATION,951944230.0,2016.0,09-30-2017,92123.0,0,0,0,1144538,0,25000,0,1169538,1169538
951944230_2015,VISTA HILL FOUNDATION,951944230.0,2015.0,09-30-2016,92123.0,0,0,0,1081289,0,0,0,1081289,1081289
951944230_2014,VISTA HILL FOUNDATION,951944230.0,2014.0,09-30-2015,92123.0,0,0,0,1164736,0,0,0,1164736,1164736
951944230_2013,VISTA HILL FOUNDATION,951944230.0,2013.0,09-30-2014,0.0,0,0,0,833367,0,0,0,833367,833367
237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2021.0,06-30-2022,92102.0,170,0,44349,0,0,595309,53487,639828,639828
237279074_2020,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2020.0,06-30-2021,92102.0,216,0,77662,0,33272,524550,0,635700,602428
237279074_2019,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2019.0,06-30-2020,92102.0,56,0,0,0,0,561746,0,561802,561802
237279074_2018,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2018.0,06-30-2019,92102.0,387,0,134109,0,0,299784,0,434280,434280
237279074_2017,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2017.0,06-30-2018,92102.0,219,0,123225,0,0,443582,0,567026,567026
237279074_2016,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2016.0,06-30-2017,92102.0,777,0,118088,0,0,378054,0,496919,496919
237279074_2015,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2015.0,06-30-2016,92102.0,1083,0,120006,0,0,282200,0,403289,403289
237279074_2014,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2014.0,06-30-2015,92102.0,752,0,108729,0,0,254538,0,364019,364019
237279074_2013,UNION OF PAN ASIAN COMMUNITIES,237279074.0,2013.0,06-30-2014,0.0,3256,0,0,0,0,301674,0,304930,304930
821946283_2021,SDHC BUILDING OPPORTUNITIES INC,821946283.0,2021.0,06-30-2022,92101.0,0,0,0,0,0,353094,0,353094,353094
821946283_2020,SDHC BUILDING OPPORTUNITIES INC,821946283.0,2020.0,06-30-2021,92101.0,0,0,0,0,0,116000,0,116000,116000
821946283_2019,SDHC BUILDING OPPORTUNITIES INC,821946283.0,2019.0,06-30-2020,92101.0,0,0,0,0,0,366114,0,366114,366114
951945256_2021,EPISCOPAL COMMUNITY SERVICES,951945256.0,2021.0,06-30-2022,91950.0,0,0,194185,0,29144007,718360,0,30056552,912545
951945256_2020,EPISCOPAL COMMUNITY SERVICES,951945256.0,2020.0,06-30-2021,91950.0,0,0,151115,0,26417739,606991,0,27175845,758106
951945256_2019,EPISCOPAL COMMUNITY SERVICES,951945256.0,2019.0,06-30-2020,91950.0,0,0,168750,0,26628948,568432,76845,27366130,737182
951945256_2018,EPISCOPAL COMMUNITY SERVICES,951945256.0,2018.0,06-30-2019,91950.0,0,0,137949,0,25902728,527617,129159,26568294,665566
951945256_2017,EPISCOPAL COMMUNITY SERVICES,951945256.0,2017.0,06-30-2018,91950.0,0,0,124077,0,23934591,719216,0,24777884,843293
951945256_2016,EPISCOPAL COMMUNITY SERVICES,951945256.0,2016.0,06-30-2017,91950.0,0,0,101625,0,22673613,301556,0,23076794,403181
951945256_2015,EPISCOPAL COMMUNITY SERVICES,951945256.0,2015.0,06-30-2016,91950.0,0,0,51225,0,22100447,340084,0,22491756,391309
951945256_2014,EPISCOPAL COMMUNITY SERVICES,951945256.0,2014.0,06-30-2015,91950.0,2158,0,40700,0,21298296,289319,0,21630473,332177
951945256_2013,EPISCOPAL COMMUNITY SERVICES,951945256.0,2013.0,06-30-2014,0.0,2552,0,19000,0,19316434,323170,0,19661156,344722
330006089_2021,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089.0,2021.0,06-30-2022,92108.0,1801,0,0,0,1870912,70092,0,1942805,71893
330006089_2020,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089.0,2020.0,06-30-2021,92108.0,1980,0,0,0,1942352,134573,0,2078905,136553
330006089_2019,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089.0,2019.0,06-30-2020,92108.0,2787,0,0,0,2656426,144693,0,2803906,147480
330006089_2018,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089.0,2018.0,06-30-2019,92108.0,3178,0,34205,0,2111657,165828,0,2314868,203211
330006089_2017,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,330006089.0,2017.0,06-30-2018,92108.0,2240,0,0,0,1438267,124495,0,1565002,126735
562613191_2021,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191.0,2021.0,06-30-2022,92082.0,0,0,0,0,1434028,236674,0,1670702,236674
562613191_2020,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191.0,2020.0,06-30-2021,92082.0,0,0,0,0,1025846,45625,0,1071471,45625
562613191_2019,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191.0,2019.0,06-30-2020,92082.0,0,0,0,0,921567,26017,0,947584,26017
562613191_2018,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191.0,2018.0,06-30-2019,92082.0,0,0,0,0,876189,3574,0,879763,3574
562613191_2017,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191.0,2017.0,06-30-2018,92082.0,0,0,0,0,799422,7109,0,806531,7109
953798088_2021,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2021.0,12-31-2021,92127.0,0,0,0,0,21822,0,0,21822,0
953798088_2020,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2020.0,12-31-2020,92127.0,0,0,0,0,46247,0,0,46247,0
953798088_2019,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2019.0,12-31-2019,92127.0,0,0,0,0,60562,0,0,60562,0
953798088_2018,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2018.0,12-31-2018,92127.0,0,0,0,0,77704,0,0,77704,0
953798088_2017,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2017.0,12-31-2017,92127.0,0,0,0,0,64454,0,0,64454,0
953798088_2016,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2016.0,12-31-2016,92127.0,0,0,0,0,61998,0,0,61998,0
953798088_2015,GUADALUPE PLAZA DEVELOPMENT CORPORATION,953798088.0,2015.0,12-31-2015,92127.0,0,0,0,0,72019,0,0,72019,0
951644024_2020,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2020.0,06-30-2021,92123.0,0,0,72703,7303371,21236898,13159624,247272,41772596,20535698
951644024_2019,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2019.0,06-30-2020,92123.0,0,0,8530,2200000,16665713,12516117,122210,31390360,14724647
951644024_2018,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2018.0,06-30-2019,92123.0,0,0,382685,2042808,11727667,15812839,126480,29965999,18238332
951644024_2017,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2017.0,06-30-2018,92123.0,0,0,291286,1531126,7074276,7917964,286966,16814652,9740376
951644024_2016,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2016.0,06-30-2017,92123.0,158030,0,223371,100000,8064950,7980152,118276,16526503,8461553
951644024_2015,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2015.0,06-30-2016,92123.0,0,0,88548,70000,7628861,6851622,149927,14639031,7010170
951644024_2014,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2014.0,06-30-2015,92123.0,0,0,249428,50000,7072121,6723581,175948,14095130,7023009
951644024_2013,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024.0,2013.0,06-30-2014,0.0,0,0,131648,1159200,6741356,7313739,140200,15345943,8604587
571162424_2021,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,571162424.0,2021.0,12-31-2021,90807.0,89250,0,0,0,429733,790394,27870,1309377,879644
571162424_2020,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,571162424.0,2020.0,12-31-2020,90807.0,9965,0,0,0,0,487546,139062,497511,497511
571162424_2019,KINGDOM CAUSES INC,571162424.0,2019.0,12-31-2019,90807.0,39087,0,0,0,0,1035566,952925,1074653,1074653
571162424_2018,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2018.0,12-31-2018,90807.0,0,0,0,0,0,113906,0,113906,113906
571162424_2017,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2017.0,12-31-2017,90809.0,0,0,0,0,22500,172350,0,194850,172350
571162424_2016,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2016.0,12-31-2016,90809.0,0,0,0,0,45928,100072,0,146000,100072
571162424_2015,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2015.0,12-31-2015,90809.0,0,0,0,0,57119,177099,0,234218,177099
571162424_2014,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2014.0,12-31-2014,90809.0,0,0,0,10335,269904,449840,0,730079,460175
571162424_2013,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,571162424.0,2013.0,12-31-2013,0.0,0,0,0,18375,106888,274500,0,399763,292875
237161267_2021,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2021.0,03-31-2022,92082.0,0,0,0,0,19481149,5513833,142150,24994982,5513833
237161267_2020,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2020.0,03-31-2021,92082.0,0,0,0,0,15254349,4040759,83169,19295108,4040759
237161267_2019,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2019.0,03-31-2020,92082.0,0,0,0,0,16187588,3801316,109457,19988904,3801316
237161267_2018,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2018.0,03-31-2019,92082.0,0,0,0,0,15031002,3433623,159069,18464625,3433623
237161267_2017,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2017.0,03-31-2018,92082.0,0,0,0,0,14642740,3301262,142164,17944002,3301262
237161267_2016,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2016.0,03-31-2017,92082.0,0,0,0,0,14998644,2860730,138656,17859374,2860730
237161267_2015,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2015.0,03-31-2016,92082.0,0,0,0,0,15121712,2746407,137017,17868119,2746407
237161267_2014,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2014.0,03-31-2015,92082.0,0,0,0,0,14582040,2690773,136381,17272813,2690773
237161267_2013,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267.0,2013.0,03-31-2014,0.0,0,0,0,0,14784217,2782242,136516,17566459,2782242
571214920_2016,OPERATION HOPE  VISTA INCORPORATED,571214920,2016,06-30-2017,92084.0,0,0,20689,0,54430,267403,0,342522,288092
953782164_2020,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2020.0,09-30-2021,91901.0,0,0,0,0,19406720,120824,59013,19527544,120824
953782164_2019,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2019.0,09-30-2020,91901.0,0,0,0,0,15329504,54763,54763,15384267,54763
953782164_2018,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2018.0,09-30-2019,91901.0,0,0,0,0,12821614,171201,44396,12992815,171201
953782164_2017,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2017.0,09-30-2018,91901.0,0,0,0,0,12039956,227741,42532,12267697,227741
953782164_2016,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2016.0,09-30-2017,91901.0,0,0,0,0,11237004,378725,39036,11615729,378725
953782164_2015,SOUTHERN INDIAN HEALTH COUNCIL,953782164.0,2015.0,09-30-2016,91901.0,0,0,0,0,10326684,926092,96307,11252776,926092
953782164_2014,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164.0,2014.0,09-30-2015,91901.0,0,0,0,0,10459020,638433,123626,11097453,638433
953782164_2013,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164.0,2013.0,09-30-2014,0.0,0,0,0,0,9395777,145941,97417,9541718,145941
237332048_2020,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,237332048.0,2020.0,06-30-2021,92163.0,0,0,0,0,5499751,5085443,0,10585194,5085443
