EIN_YEAR,All Other Contributions,EIN,Federate Campaigns,Fundraising Events,Government Grants,Location (Zipcode),Membership Dues,Noncash Contributions,Organization Name,Related Organizations,Tax End Date,Tax Year,Total,Philanthropic_Total
953138268_2020,1979791,953138268,0,148040,9010990,92108,0,53907,HOME START INC,0,06-30-2021,2020,11138821,2127831
953138268_2019,1628594,953138268,0,116759,6289693,92108,0,110061,HOME START INC,0,06-30-2020,2019,8035046,1745353
953138268_2018,734168,953138268,0,157560,4585241,92108,0,91413,HOME START INC,0,06-30-2019,2018,5476969,891728
953138268_2017,915600,953138268,0,128764,4647050,92108,0,470035,HOME START INC,0,06-30-2018,2017,5691414,1044364
953138268_2016,1709373,953138268,0,124963,4427963,92108,0,529998,HOME START INC,0,06-30-2017,2016,6262299,1834336
953138268_2015,2181271,953138268,0,60824,4395128,92108,0,650718,HOME START INC,0,06-30-2016,2015,6637223,2242095
953138268_2014,2530596,953138268,0,0,3856122,92108,0,504545,HOME START INC,0,06-30-2015,2014,6386718,2530596
953368020_2015,160,953368020,0,0,0,91911,0,0,KIKU GARDENS INC,0,06-30-2016,2015,1285,1285
273390797_2020,374295,273390797,0,0,293380,92105,0,5000,SOMALI BANTU ASSOCIATION OF AMERICA,0,06-30-2021,2020,667675,374295
273390797_2019,233989,273390797,0,0,402438,92105,0,463,SOMALI BANTU ASSOCIATION OF AMERICA,0,06-30-2020,2019,636427,233989
273390797_2018,221576,273390797,0,0,252176,92105,0,1000,SOMALI BANTU ASSOCIATION OF AMERICA,0,06-30-2019,2018,473752,221576
273390797_2017,393129,273390797,0,0,0,92105,0,15488,SOMALI BANTU ASSOCIATION OF AMERICA,0,06-30-2018,2017,393129,393129
951944230_2020,0,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,421222,09-30-2021,2020,421222,421222
951944230_2019,0,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,829467,09-30-2020,2019,829467,829467
951944230_2018,50000,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,519227,09-30-2019,2018,569227,569227
951944230_2017,0,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,1143385,09-30-2018,2017,1143385,1143385
951944230_2016,25000,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,1144538,09-30-2017,2016,1169538,1169538
951944230_2015,0,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,1081289,09-30-2016,2015,1081289,1081289
951944230_2014,0,951944230,0,0,0,92123,0,0,VISTA HILL FOUNDATION,1164736,09-30-2015,2014,1164736,1164736
951944230_2013,0,951944230,0,0,0,0,0,0,VISTA HILL FOUNDATION,833367,09-30-2014,2013,833367,833367
237279074_2021,595309,237279074,170,44349,0,92102,0,53487,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2022,2021,639828,639828
237279074_2020,524550,237279074,216,77662,33272,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2021,2020,635700,602428
237279074_2019,561746,237279074,56,0,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2020,2019,561802,561802
237279074_2018,299784,237279074,387,134109,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2019,2018,434280,434280
237279074_2017,443582,237279074,219,123225,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2018,2017,567026,567026
237279074_2016,378054,237279074,777,118088,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2017,2016,496919,496919
237279074_2015,282200,237279074,1083,120006,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2016,2015,403289,403289
237279074_2014,254538,237279074,752,108729,0,92102,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2015,2014,364019,364019
237279074_2013,301674,237279074,3256,0,0,0,0,0,UNION OF PAN ASIAN COMMUNITIES,0,06-30-2014,2013,304930,304930
821946283_2021,353094,821946283,0,0,0,92101,0,0,SDHC BUILDING OPPORTUNITIES INC,0,06-30-2022,2021,353094,353094
821946283_2020,116000,821946283,0,0,0,92101,0,0,SDHC BUILDING OPPORTUNITIES INC,0,06-30-2021,2020,116000,116000
821946283_2019,366114,821946283,0,0,0,92101,0,0,SDHC BUILDING OPPORTUNITIES INC,0,06-30-2020,2019,366114,366114
951945256_2021,718360,951945256,0,194185,29144007,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2022,2021,30056552,912545
951945256_2020,606991,951945256,0,151115,26417739,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2021,2020,27175845,758106
951945256_2019,568432,951945256,0,168750,26628948,91950,0,76845,EPISCOPAL COMMUNITY SERVICES,0,06-30-2020,2019,27366130,737182
951945256_2018,527617,951945256,0,137949,25902728,91950,0,129159,EPISCOPAL COMMUNITY SERVICES,0,06-30-2019,2018,26568294,665566
951945256_2017,719216,951945256,0,124077,23934591,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2018,2017,24777884,843293
951945256_2016,301556,951945256,0,101625,22673613,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2017,2016,23076794,403181
951945256_2015,340084,951945256,0,51225,22100447,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2016,2015,22491756,391309
951945256_2014,289319,951945256,2158,40700,21298296,91950,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2015,2014,21630473,332177
951945256_2013,323170,951945256,2552,19000,19316434,0,0,0,EPISCOPAL COMMUNITY SERVICES,0,06-30-2014,2013,19661156,344722
330006089_2021,70092,330006089,1801,0,1870912,92108,0,0,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,0,06-30-2022,2021,1942805,71893
330006089_2020,134573,330006089,1980,0,1942352,92108,0,0,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,0,06-30-2021,2020,2078905,136553
330006089_2019,144693,330006089,2787,0,2656426,92108,0,0,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,0,06-30-2020,2019,2803906,147480
330006089_2018,165828,330006089,3178,34205,2111657,92108,0,0,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,0,06-30-2019,2018,2314868,203211
330006089_2017,124495,330006089,2240,0,1438267,92108,0,0,DEAF COMMUNITY SERVICES OF SAN DIEGO INC,0,06-30-2018,2017,1565002,126735
562613191_2021,236674,562613191,0,0,1434028,92082,0,0,STRONG HEARTED NATIVE WOMENS COALITION INC,0,06-30-2022,2021,1670702,236674
562613191_2020,45625,562613191,0,0,1025846,92082,0,0,STRONG HEARTED NATIVE WOMENS COALITION INC,0,06-30-2021,2020,1071471,45625
562613191_2019,26017,562613191,0,0,921567,92082,0,0,STRONG HEARTED NATIVE WOMENS COALITION INC,0,06-30-2020,2019,947584,26017
562613191_2018,3574,562613191,0,0,876189,92082,0,0,STRONG HEARTED NATIVE WOMENS COALITION INC,0,06-30-2019,2018,879763,3574
562613191_2017,7109,562613191,0,0,799422,92082,0,0,STRONG HEARTED NATIVE WOMENS COALITION INC,0,06-30-2018,2017,806531,7109
953798088_2021,0,953798088,0,0,21822,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2021,2021,21822,0
953798088_2020,0,953798088,0,0,46247,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2020,2020,46247,0
953798088_2019,0,953798088,0,0,60562,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2019,2019,60562,0
953798088_2018,0,953798088,0,0,77704,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2018,2018,77704,0
953798088_2017,0,953798088,0,0,64454,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2017,2017,64454,0
953798088_2016,0,953798088,0,0,61998,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2016,2016,61998,0
953798088_2015,0,953798088,0,0,72019,92127,0,0,GUADALUPE PLAZA DEVELOPMENT CORPORATION,0,12-31-2015,2015,72019,0
951644024_2020,13159624,951644024,0,72703,21236898,92123,0,247272,JEWISH FAMILY SERVICE OF SAN DIEGO,7303371,06-30-2021,2020,41772596,20535698
951644024_2019,12516117,951644024,0,8530,16665713,92123,0,122210,JEWISH FAMILY SERVICE OF SAN DIEGO,2200000,06-30-2020,2019,31390360,14724647
951644024_2018,15812839,951644024,0,382685,11727667,92123,0,126480,JEWISH FAMILY SERVICE OF SAN DIEGO,2042808,06-30-2019,2018,29965999,18238332
951644024_2017,7917964,951644024,0,291286,7074276,92123,0,286966,JEWISH FAMILY SERVICE OF SAN DIEGO,1531126,06-30-2018,2017,16814652,9740376
951644024_2016,7980152,951644024,158030,223371,8064950,92123,0,118276,JEWISH FAMILY SERVICE OF SAN DIEGO,100000,06-30-2017,2016,16526503,8461553
951644024_2015,6851622,951644024,0,88548,7628861,92123,0,149927,JEWISH FAMILY SERVICE OF SAN DIEGO,70000,06-30-2016,2015,14639031,7010170
951644024_2014,6723581,951644024,0,249428,7072121,92123,0,175948,JEWISH FAMILY SERVICE OF SAN DIEGO,50000,06-30-2015,2014,14095130,7023009
951644024_2013,7313739,951644024,0,131648,6741356,0,0,140200,JEWISH FAMILY SERVICE OF SAN DIEGO,1159200,06-30-2014,2013,15345943,8604587
571162424_2021,790394,571162424,89250,0,429733,90807,0,27870,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,0,12-31-2021,2021,1309377,879644
571162424_2020,487546,571162424,9965,0,0,90807,0,139062,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,0,12-31-2020,2020,497511,497511
571162424_2019,1035566,571162424,39087,0,0,90807,0,952925,KINGDOM CAUSES INC,0,12-31-2019,2019,1074653,1074653
571162424_2018,113906,571162424,0,0,0,90807,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,0,12-31-2018,2018,113906,113906
571162424_2017,172350,571162424,0,0,22500,90809,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,0,12-31-2017,2017,194850,172350
571162424_2016,100072,571162424,0,0,45928,90809,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,0,12-31-2016,2016,146000,100072
571162424_2015,177099,571162424,0,0,57119,90809,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,0,12-31-2015,2015,234218,177099
571162424_2014,449840,571162424,0,0,269904,90809,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,10335,12-31-2014,2014,730079,460175
571162424_2013,274500,571162424,0,0,106888,0,0,0,KINGDOM CAUSES INC DBA CITY NET BEDROCK CREEK,18375,12-31-2013,2013,399763,292875
237161267_2021,5513833,237161267,0,0,19481149,92082,0,142150,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2022,2021,24994982,5513833
237161267_2020,4040759,237161267,0,0,15254349,92082,0,83169,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2021,2020,19295108,4040759
237161267_2019,3801316,237161267,0,0,16187588,92082,0,109457,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2020,2019,19988904,3801316
237161267_2018,3433623,237161267,0,0,15031002,92082,0,159069,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2019,2018,18464625,3433623
237161267_2017,3301262,237161267,0,0,14642740,92082,0,142164,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2018,2017,17944002,3301262
237161267_2016,2860730,237161267,0,0,14998644,92082,0,138656,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2017,2016,17859374,2860730
237161267_2015,2746407,237161267,0,0,15121712,92082,0,137017,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2016,2015,17868119,2746407
237161267_2014,2690773,237161267,0,0,14582040,92082,0,136381,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2015,2014,17272813,2690773
237161267_2013,2782242,237161267,0,0,14784217,0,0,136516,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,0,03-31-2014,2013,17566459,2782242
571214920_2016,267403,571214920,0,0,54430,92084,0,0,OPERATION HOPE  VISTA INCORPORATED,0,06-30-2017,2016,342522,288092
953782164_2020,120824,953782164,0,0,19406720,91901,0,59013,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2021,2020,19527544,120824
953782164_2019,54763,953782164,0,0,15329504,91901,0,54763,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2020,2019,15384267,54763
953782164_2018,171201,953782164,0,0,12821614,91901,0,44396,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2019,2018,12992815,171201
953782164_2017,227741,953782164,0,0,12039956,91901,0,42532,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2018,2017,12267697,227741
953782164_2016,378725,953782164,0,0,11237004,91901,0,39036,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2017,2016,11615729,378725
953782164_2015,926092,953782164,0,0,10326684,91901,0,96307,SOUTHERN INDIAN HEALTH COUNCIL,0,09-30-2016,2015,11252776,926092
953782164_2014,638433,953782164,0,0,10459020,91901,0,123626,SOUTHERN INDIAN HEALTH COUNCIL INC,0,09-30-2015,2014,11097453,638433
953782164_2013,145941,953782164,0,0,9395777,0,0,97417,SOUTHERN INDIAN HEALTH COUNCIL INC,0,09-30-2014,2013,9541718,145941
237332048_2020,5085443,237332048,0,0,5499751,92163,0,0,THE SAN DIEGO LESBIAN GAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2021,2020,10585194,5085443
237332048_2019,4003879,237332048,0,0,3582838,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2020,2019,7586717,4003879
237332048_2018,4898662,237332048,0,0,2417854,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2019,2018,7316516,4898662
237332048_2017,4786412,237332048,0,0,2618909,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2018,2017,7405321,4786412
237332048_2016,4105894,237332048,0,0,2674347,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2017,2016,6780241,4105894
237332048_2015,2588997,237332048,0,0,2265389,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2016,2015,4854386,2588997
237332048_2014,2867228,237332048,0,0,1807212,92163,0,0,THE SAN DIEGO LESBIANGAY BISEXUAL TRANSGENDER COMMUNITY CENTER,0,06-30-2015,2014,4674440,2867228
330215585_2021,3558897,330215585,0,212917,20294300,92103,0,1630789,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2022,2021,24066114,3771814
330215585_2020,3338814,330215585,0,145859,18162046,92103,0,1199956,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2021,2020,21646719,3484673
330215585_2019,10930710,330215585,0,47749,15957289,92103,0,1540175,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2020,2019,26935748,10978459
330215585_2018,14101032,330215585,0,0,2476001,92103,0,1757375,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2019,2018,16577033,14101032
330215585_2017,8974475,330215585,0,0,1972019,92103,0,1743782,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2018,2017,10946494,8974475
330215585_2016,6178785,330215585,0,0,1251303,92103,0,1876303,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2017,2016,7430088,6178785
330215585_2015,2417961,330215585,0,0,2827016,92103,0,1086372,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2016,2015,5244977,2417961
330215585_2014,1847458,330215585,0,0,4037724,92103,0,676252,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2015,2014,5885182,1847458
330215585_2013,4124494,330215585,0,0,2065058,0,0,469651,ALPHA PROJECT FOR THE HOMELESS,0,06-30-2014,2013,6189552,4124494
330902617_2021,2752293,330902617,0,344910,578971,92083,0,20111,SOLUTIONS FOR CHANGE INC,0,12-31-2021,2021,3676174,3097203
330902617_2020,2433828,330902617,0,10100,398625,92083,0,0,SOLUTIONS FOR CHANGE INC,0,12-31-2020,2020,2842553,2443928
330902617_2019,1513911,330902617,0,155775,75000,92083,0,95223,SOLUTIONS FOR CHANGE INC,0,12-31-2019,2019,1744686,1669686
330902617_2018,2319654,330902617,0,250677,200000,92083,0,144589,SOLUTIONS FOR CHANGE INC,0,12-31-2018,2018,2770331,2570331
330902617_2017,1503790,330902617,0,33059,300000,92083,0,0,SOLUTIONS FOR CHANGE INC,0,12-31-2017,2017,1836849,1536849
330902617_2016,1694851,330902617,0,163539,0,92083,0,14192,SOLUTIONS FOR CHANGE INC,0,12-31-2016,2016,1858390,1858390
330902617_2015,1231933,330902617,0,649293,0,92083,0,133368,SOLUTIONS FOR CHANGE INC,0,12-31-2015,2015,1881226,1881226
330902617_2014,1407551,330902617,0,737190,0,92083,0,116236,SOLUTIONS FOR CHANGE INC,0,12-31-2014,2014,2144741,2144741
953248148_2021,24498,953248148,0,0,74600506,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2022,2021,74625004,24498
953248148_2020,74747,953248148,0,0,73708400,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2021,2020,73783147,74747
953248148_2019,49776,953248148,0,0,75268724,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2020,2019,75318500,49776
953248148_2018,40892,953248148,0,0,67698783,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2019,2018,67739675,40892
953248148_2017,45233,953248148,0,0,60139803,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2018,2017,60185036,45233
953248148_2016,36320,953248148,0,0,53517314,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2017,2016,53553634,36320
953248148_2015,23961,953248148,0,0,47272420,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2016,2015,47296381,23961
953248148_2014,25407,953248148,0,0,42669457,92110,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2015,2014,42694864,25407
953248148_2013,24777,953248148,0,0,0,0,0,0,COMMUNITY RESEARCH FOUNDATION INC,0,06-30-2014,2013,24777,24777
311750839_2020,258346,311750839,0,0,42794,38557,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2021,2020,301140,258346
311750839_2019,285706,311750839,0,0,0,38557,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2020,2019,285706,285706
311750839_2018,300810,311750839,0,0,0,38557,0,9720,BREAD OF LIFE RESCUE MISSION,0,07-31-2019,2018,300810,300810
311750839_2017,315897,311750839,0,0,0,38557,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2018,2017,315897,315897
311750839_2016,487088,311750839,0,0,0,38557,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2017,2016,487088,487088
311750839_2015,338629,311750839,0,0,0,38557,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2016,2015,338629,338629
311750839_2014,429101,311750839,0,0,0,38557,0,20000,BREAD OF LIFE RESCUE MISSION,0,07-31-2015,2014,429101,429101
311750839_2013,356509,311750839,0,0,0,0,0,0,BREAD OF LIFE RESCUE MISSION,0,07-31-2014,2013,356509,356509
951729734_2020,32833,951729734,0,327489,0,92101,0,22000,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2021,2020,360322,360322
951729734_2019,15000,951729734,0,581885,0,92101,0,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2020,2019,596885,596885
951729734_2018,0,951729734,0,569952,0,92101,0,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2019,2018,569952,569952
951729734_2017,0,951729734,0,548869,0,92101,0,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2018,2017,548869,548869
951729734_2016,0,951729734,0,591403,0,92101,618896,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2017,2016,1210299,1210299
951729734_2015,133760,951729734,0,0,0,92101,581296,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2016,2015,715056,715056
951729734_2014,0,951729734,0,0,0,92101,596043,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2015,2014,596043,596043
951729734_2013,0,951729734,0,0,0,0,530544,0,DOWNTOWN SAN DIEGO PARTNERSHIP INC,0,06-30-2014,2013,530544,530544
953837714_2021,7012518,953837714,0,0,1841932,92025,0,686697,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2022,2021,8854450,7012518
953837714_2020,8230080,953837714,0,0,0,92025,0,609510,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2021,2020,8230080,8230080
953837714_2019,7188385,953837714,371,0,0,92025,0,840491,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2020,2019,7188756,7188756
953837714_2018,4659335,953837714,7874,0,0,92025,0,931132,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2019,2018,4667209,4667209
953837714_2017,6715132,953837714,2794,0,0,92025,0,859409,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2018,2017,6717926,6717926
953837714_2016,8376642,953837714,2721,0,0,92025,0,790662,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2017,2016,8379363,8379363
953837714_2015,4366929,953837714,2401,0,0,92025,0,635553,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2016,2015,4369330,4369330
953837714_2014,4472449,953837714,3029,0,0,92025,0,665579,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2015,2014,4475478,4475478
953837714_2013,3613283,953837714,6806,0,0,0,0,887487,INTERFAITH COMMUNITY SERVICES INC,0,06-30-2014,2013,3620089,3620089
331146733_2017,255771,331146733,0,11158,106172,92104,4925,0,THINK DIGNITY,0,12-31-2017,2017,381968,275796
204374795_2021,87887254,204374795,0,349596,6327592,92121,0,58312927,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2022,2021,94564442,88236850
204374795_2020,113522301,204374795,0,251384,10838132,92121,0,80913471,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2021,2020,124611817,113773685
204374795_2019,75773240,204374795,0,103012,5257407,92121,0,58281891,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2020,2019,81133659,75876252
204374795_2018,48722765,204374795,0,316076,2593934,92121,0,41159936,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2019,2018,51632775,49038841
204374795_2017,41309129,204374795,0,191553,2106601,92121,0,35087496,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2018,2017,43607283,41500682
204374795_2016,38415684,204374795,0,154260,1623355,92121,0,31883433,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2017,2016,40193299,38569944
204374795_2015,31097166,204374795,0,117922,2175671,92121,0,25686164,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2016,2015,33390759,31215088
204374795_2014,24065867,204374795,0,143289,8567254,92121,0,25032864,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2015,2014,32776410,24209156
204374795_2013,30090121,204374795,0,131556,2230566,0,0,25346991,JACOBS  CUSHMAN SAN DIEGO FOOD BANK,0,06-30-2014,2013,32452243,30221677
