,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
489,Equality Alliance of San Diego County,261712580,2020.0,12-31-2020,92112,0,5050,0,0,242800,4179440,0,4427290
490,Equality Alliance of San Diego County,261712580,2019.0,12-31-2019,92112,0,9365,0,0,0,1800844,0,1810209
491,Equality Alliance of San Diego County,261712580,2018.0,12-31-2018,92112,0,9375,0,0,0,2631980,0,2641355
492,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2017.0,12-31-2017,92112,0,0,0,0,0,1624468,0,1624468
493,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2016.0,12-31-2016,92112,0,0,0,0,0,2424704,0,2424704
494,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2015.0,12-31-2015,92112,0,0,0,0,0,1236342,0,1236342
495,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2014.0,12-31-2014,92112,0,0,0,0,0,1558845,0,1558845
496,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2013.0,12-31-2013,0,0,4050,0,0,0,1294766,0,1298816
497,Not found,261712580,,,0,0,0,0,0,0,0,0,0
498,"Strong Hearted Native Womens
Coalition Inc",562613191,2021.0,06-30-2022,92082,0,0,0,0,1434028,236674,0,1670702
499,"Strong Hearted Native Womens
Coalition Inc",562613191,2020.0,06-30-2021,92082,0,0,0,0,1025846,45625,0,1071471
500,"Strong Hearted Native Womens
Coalition Inc",562613191,2019.0,06-30-2020,92082,0,0,0,0,921567,26017,0,947584
501,"Strong Hearted Native Womens
Coalition Inc",562613191,2018.0,06-30-2019,92082,0,0,0,0,876189,3574,0,879763
502,"Strong Hearted Native Womens
Coalition Inc",562613191,2017.0,06-30-2018,92082,0,0,0,0,799422,7109,0,806531
503,Not found,562613191,,,0,0,0,0,0,0,0,0,0
504,SOLUTIONS FOR CHANGE INC,330902617,2021.0,12-31-2021,92083,0,0,344910,0,578971,2752293,20111,3676174
505,SOLUTIONS FOR CHANGE INC,330902617,2020.0,12-31-2020,92083,0,0,10100,0,398625,2433828,0,2842553
506,SOLUTIONS FOR CHANGE INC,330902617,2019.0,12-31-2019,92083,0,0,155775,0,75000,1513911,95223,1744686
507,SOLUTIONS FOR CHANGE INC,330902617,2018.0,12-31-2018,92083,0,0,250677,0,200000,2319654,144589,2770331
508,SOLUTIONS FOR CHANGE INC,330902617,2017.0,12-31-2017,92083,0,0,33059,0,300000,1503790,0,1836849
509,SOLUTIONS FOR CHANGE INC,330902617,2016.0,12-31-2016,92083,0,0,163539,0,0,1694851,14192,1858390
510,SOLUTIONS FOR CHANGE INC,330902617,2015.0,12-31-2015,92083,0,0,649293,0,0,1231933,133368,1881226
511,SOLUTIONS FOR CHANGE INC,330902617,2014.0,12-31-2014,92083,0,0,737190,0,0,1407551,116236,2144741
512,Not found,330902617,,,0,0,0,0,0,0,0,0,0
513,Not found,330902617,,,0,0,0,0,0,0,0,0,0
514,Not found,330902617,,,0,0,0,0,0,0,0,0,0
515,PATH,953950196,2021.0,06-30-2022,90004,0,0,2021876,0,102856183,12424824,3290463,117302883
516,PATH,953950196,2020.0,06-30-2021,90004,0,0,2014718,0,90762040,8823906,2984796,101600664
517,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2019.0,06-30-2020,90004,0,0,1396211,0,65986770,8928718,2559870,76311699
518,PATH (PEOPLE ASSISTING THE HOMELESS),953950196,2018.0,06-30-2019,90004,0,0,1610529,0,31146536,6280302,2590243,39037367
519,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2017.0,06-30-2018,90004,0,0,1365374,0,27838533,6808261,0,36012168
520,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2016.0,06-30-2017,90004,0,0,814730,0,24298231,5011062,0,30124023
521,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2015.0,06-30-2016,90004,0,0,1093424,0,24266426,8493506,0,33853356
522,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2014.0,06-30-2015,90004,0,0,797711,0,15034116,6112616,0,21944443
523,PEOPLE ASSISTING THE HOMELESS (PATH),953950196,2013.0,06-30-2014,0,0,0,890986,0,10971394,3267436,0,15129816
524,Not found,330783700,,,0,0,0,0,0,0,0,0,0
525,Not found,330783700,,,0,0,0,0,0,0,0,0,0
526,Not found,953950196,,,0,0,0,0,0,0,0,0,0
527,Not found,953950196,,,0,0,0,0,0,0,0,0,0
528,GENERATEHOPE INC,263405689,2021.0,12-31-2021,92108,0,0,159532,0,321341,2444340,61751,2925213
529,GENERATEHOPE INC,263405689,2020.0,12-31-2020,92108,0,0,133830,0,60934,1162044,76861,1356808
530,GENERATEHOPE INC,263405689,2019.0,12-31-2019,92108,0,0,190000,0,61264,871044,53273,1122308
531,GENERATEHOPE INC,263405689,2018.0,12-31-2018,92108,0,0,204598,0,65995,1195492,317578,1466085
532,GENERATEHOPE INC,263405689,2017.0,12-31-2017,92108,0,0,139870,0,83947,705417,149318,929234
533,GENERATEHOPE INC,263405689,2016.0,12-31-2016,92108,0,0,0,0,52000,971973,736500,1023973
534,GENERATEHOPE INC,263405689,2015.0,12-31-2015,92108,0,0,0,0,153154,559739,0,725208
535,GENERATEHOPE INC,263405689,2014.0,12-31-2014,92108,0,0,0,0,100000,227478,0,327478
536,GENERATEHOPE INC,263405689,2013.0,12-31-2013,0,0,0,0,0,100000,179228,0,279228
537,PATHFINDERS OF SAN DIEGO,952157559,2021.0,06-30-2022,92104,0,0,0,0,1752444,86334,0,1838778
538,PATHFINDERS OF SAN DIEGO,952157559,2020.0,06-30-2021,92104,0,0,0,0,1582762,49186,0,1631948
539,PATHFINDERS OF SAN DIEGO,952157559,2019.0,06-30-2020,92104,0,0,0,0,1191318,5658,0,1196976
540,PATHFINDERS OF SAN DIEGO,952157559,2018.0,06-30-2019,92104,0,0,0,0,1174540,88694,0,1263234
541,PATHFINDERS OF SAN DIEGO,952157559,2017.0,06-30-2018,92104,0,0,0,0,544103,44220,0,588323
542,PATHFINDERS OF SAN DIEGO,952157559,2016.0,06-30-2017,92104,0,0,0,0,460914,165917,0,626831
543,PATHFINDERS OF SAN DIEGO,952157559,2015.0,06-30-2016,92104,0,0,0,0,484499,37895,0,522394
544,PATHFINDERS OF SAN DIEGO,952157559,2014.0,06-30-2015,92104,0,0,0,0,482738,52975,0,535713
545,Not found,952157559,,,0,0,0,0,0,0,0,0,0
546,Not found,952157559,,,0,0,0,0,0,0,0,0,0
547,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2020.0,06-30-2021,92110,0,0,0,0,17344646,919709,140090,18264355
548,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2019.0,06-30-2020,92110,0,0,108285,0,14550486,2660409,90700,17319180
549,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2018.0,06-30-2019,92110,0,0,0,0,12226507,1663160,68633,13889667
550,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2017.0,06-30-2018,92110,0,0,0,0,10390777,2934365,37484,13325142
551,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2016.0,06-30-2017,921102030,0,0,0,0,8454663,1317986,466769,9772649
552,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2015.0,06-30-2016,921102030,0,0,0,0,8368757,1746395,1086348,10115152
553,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2014.0,06-30-2015,921102030,0,0,0,0,8258604,1206648,145562,9465252
554,"VIETNAM VETERANS OF SAN DIEGO
DBA VETERANS VILLAGE OF SAN DIEGO",953649525,2013.0,06-30-2014,0,0,0,0,0,8169126,1974080,124165,10143206
555,Not found,953649525,,,0,0,0,0,0,0,0,0,0
556,Not found,953649525,,,0,0,0,0,0,0,0,0,0
557,Not found,953649525,,,0,0,0,0,0,0,0,0,0
558,Not found,953649525,,,0,0,0,0,0,0,0,0,0
559,UNITED WAY OF SAN DIEGO COUNTY,952213995,2021.0,06-30-2022,92123,4791394,0,0,0,1368458,899021,0,7058873
560,UNITED WAY OF SAN DIEGO COUNTY,952213995,2020.0,06-30-2021,92123,5536302,0,108400,0,1403862,742336,0,7790900
561,UNITED WAY OF SAN DIEGO COUNTY,952213995,2019.0,06-30-2020,92123,6556292,0,0,0,2803722,1812137,7360,11172151
562,UNITED WAY OF SAN DIEGO COUNTY,952213995,2018.0,06-30-2019,92123,7049076,0,70375,0,509810,663710,0,8292971
563,UNITED WAY OF SAN DIEGO COUNTY,952213995,2017.0,06-30-2018,92123,7976397,0,0,0,79332,453929,143347,8509658
564,UNITED WAY OF SAN DIEGO COUNTY,952213995,2016.0,06-30-2017,92123,11952024,0,107258,0,913342,918225,1833,13890849
565,UNITED WAY OF SAN DIEGO COUNTY,952213995,2015.0,06-30-2016,92123,13299476,0,37500,0,901775,754543,10000,14993294
566,UNITED WAY OF SAN DIEGO COUNTY,952213995,2014.0,06-30-2015,92123,14528801,0,19500,0,69775,756087,5761,15374163
567,UNITED WAY OF SAN DIEGO COUNTY,952213995,2013.0,06-30-2014,0,14649278,0,17000,0,57024,2012161,23815,16735463
568,Not found,930623286,,,0,0,0,0,0,0,0,0,0
569,CRASH INC,952653869,2021.0,06-30-2022,92108,0,0,0,0,4752251,13877,0,4766128
570,CRASH INC,952653869,2020.0,06-30-2021,92108,0,0,0,0,0,12102,0,12102
571,CRASH Inc,952653869,2019.0,06-30-2020,92108,0,0,0,0,0,10140,0,10140
572,CRASH Inc,952653869,2018.0,06-30-2019,92108,0,0,0,0,0,19567,0,19567
573,CRASH Inc,952653869,2017.0,06-30-2018,92108,0,0,0,0,0,5869,0,5869
574,CRASH Inc,952653869,2016.0,06-30-2017,92108,0,0,0,0,0,10393,0,10393
575,CRASH Inc,952653869,2015.0,06-30-2016,92108,0,0,0,0,0,12407,0,12407
576,CRASH Inc,952653869,2014.0,06-30-2015,92108,0,0,0,0,0,2979,0,2979
577,CRASH Inc,952653869,2013.0,06-30-2014,0,0,0,0,0,0,12130,0,12130
578,Not found,952653869,,,0,0,0,0,0,0,0,0,0
579,Not found,952653869,,,0,0,0,0,0,0,0,0,0
580,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2021.0,06-30-2022,920201651,0,0,0,0,32228251,0,0,32228251
581,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2020.0,06-30-2021,920201651,0,0,0,0,33156996,0,0,33156996
582,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2019.0,06-30-2020,920201651,0,0,0,0,26829832,0,0,26829832
583,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2018.0,06-30-2019,920201651,0,0,0,0,20728534,0,0,20728534
584,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2017.0,06-30-2018,920201651,0,0,0,0,15375695,0,0,15375695
585,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2016.0,06-30-2017,920201651,0,0,0,0,11827666,0,0,11827666
586,"MCALISTER INSTITUTE FOR TREATMENT &
EDUCATION INC",953140767,2015.0,06-30-2016,920201651,0,0,0,0,9361362,0,0,9361362
587,MCALISTER INSTITUTE FOR TREATMENT & EDUCATION INC,953140767,2014.0,06-30-2015,920201651,0,0,0,0,8713650,0,0,8713650
588,MCALISTER INSTITUTE FOR TREATMENT & EDUCATION INC,953140767,2013.0,06-30-2014,0,0,0,0,0,0,8109852,0,8109852
589,Not found,330558553,,,0,0,0,0,0,0,0,0,0
590,Not found,330558553,,,0,0,0,0,0,0,0,0,0
591,Not found,953140767,,,0,0,0,0,0,0,0,0,0
592,Not found,953140767,,,0,0,0,0,0,0,0,0,0
593,SAN DIEGO YOUTH SERVICES,952648050,2020.0,06-30-2021,92110,0,0,0,0,19387646,322601,0,19710247
594,SAN DIEGO YOUTH SERVICES,952648050,2019.0,06-30-2020,92110,0,0,0,0,19632420,203870,0,19836290
595,SAN DIEGO YOUTH SERVICES,952648050,2018.0,06-30-2019,92110,0,0,0,0,19070850,144882,0,19215732
596,SAN DIEGO YOUTH SERVICES,952648050,2017.0,06-30-2018,92110,0,0,0,0,17914417,225235,0,18139652
597,SAN DIEGO YOUTH SERVICES,952648050,2016.0,06-30-2017,92110,0,0,0,0,0,339948,0,339948
598,SAN DIEGO YOUTH SERVICES,952648050,2015.0,06-30-2016,92110,0,0,0,0,0,573337,0,573337
599,SAN DIEGO YOUTH SERVICES,952648050,2014.0,06-30-2015,92110,0,0,0,0,0,428399,0,428399
600,SAN DIEGO YOUTH SERVICES,952648050,2013.0,06-30-2014,0,0,0,0,0,0,423479,0,423479
601,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2021.0,12-31-2021,92123,0,0,0,0,1863289,10000,0,1873289
602,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2020.0,12-31-2020,92123,0,0,0,0,2015213,25000,0,2040213
603,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2019.0,12-31-2019,92123,0,0,0,0,1970684,262742,0,2233426
604,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2018.0,12-31-2018,92123,0,0,0,0,2193360,231560,0,2424920
605,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2017.0,12-31-2017,92123,0,0,0,0,1412677,763293,0,2175970
606,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2016.0,12-31-2016,92123,0,0,82700,0,1528859,1256636,0,2868195
607,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2015.0,12-31-2015,92123,0,0,74326,0,1470129,338135,0,1882590
608,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2014.0,12-31-2014,92123,0,0,37687,0,820992,382375,0,1241054
609,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2013.0,12-31-2013,0,0,0,45878,0,828832,471764,0,1346474
610,Not found,930623286,,,0,0,0,0,0,0,0,0,0
611,Not found,930623286,,,0,0,0,0,0,0,0,0,0
612,Not found,330496092,,,0,0,0,0,0,0,0,0,0
613,HOME START INC,953138268,2021.0,06-30-2022,92108,0,0,96200,0,9547671,2417336,49427,12061207
614,HOME START INC,953138268,2020.0,06-30-2021,92108,0,0,148040,0,9010990,1979791,53907,11138821
615,HOME START INC,953138268,2019.0,06-30-2020,92108,0,0,116759,0,6289693,1628594,110061,8035046
616,HOME START INC,953138268,2018.0,06-30-2019,92108,0,0,157560,0,4585241,734168,91413,5476969
617,HOME START INC,953138268,2017.0,06-30-2018,92108,0,0,128764,0,4647050,915600,470035,5691414
618,HOME START INC,953138268,2016.0,06-30-2017,92108,0,0,124963,0,4427963,1709373,529998,6262299
619,HOME START INC,953138268,2015.0,06-30-2016,92108,0,0,60824,0,4395128,2181271,650718,6637223
620,HOME START INC,953138268,2014.0,06-30-2015,92108,0,0,0,0,3856122,2530596,504545,6386718
621,COMMUNITY RESOURCE CENTER,953497926,2021.0,06-30-2022,92024,0,0,114007,0,3001809,1691815,1049099,4807631
622,COMMUNITY RESOURCE CENTER,953497926,2020.0,06-30-2021,92024,0,0,77637,0,3252755,4043651,1035391,7374043
623,COMMUNITY RESOURCE CENTER,953497926,2019.0,06-30-2020,92024,0,0,301149,0,2338255,2490058,627749,5129462
624,COMMUNITY RESOURCE CENTER,953497926,2018.0,06-30-2019,92024,347,0,68811,0,1526759,1422107,614244,3018024
625,COMMUNITY RESOURCE CENTER,953497926,2017.0,06-30-2018,92024,158,0,73475,0,1305024,1827504,548988,3206161
626,COMMUNITY RESOURCE CENTER,953497926,2016.0,06-30-2017,92024,1043,0,0,0,1074638,1221054,43662,2301695
627,Community Resource Center,953497926,2015.0,06-30-2016,92024,2081,0,178433,0,877544,1118465,37633,2176523
628,COMMUNITY RESOURCE CENTER,953497926,2014.0,06-30-2015,92024,4086,0,151650,0,112385,1775827,2977,2043948
629,COMMUNITY RESOURCE CENTER,953497926,2013.0,06-30-2014,0,5786,0,58671,0,1215256,1231633,13786,2511346
630,Not found,953497926,,,0,0,0,0,0,0,0,0,0
631,Not found,953497926,,,0,0,0,0,0,0,0,0,0
632,Not found,953497926,,,0,0,0,0,0,0,0,0,0
633,EPISCOPAL COMMUNITY SERVICES,951945256,2021.0,06-30-2022,91950,0,0,194185,0,29144007,718360,0,30056552
634,EPISCOPAL COMMUNITY SERVICES,951945256,2020.0,06-30-2021,91950,0,0,151115,0,26417739,606991,0,27175845
635,EPISCOPAL COMMUNITY SERVICES,951945256,2019.0,06-30-2020,91950,0,0,168750,0,26628948,568432,76845,27366130
636,EPISCOPAL COMMUNITY SERVICES,951945256,2018.0,06-30-2019,91950,0,0,137949,0,25902728,527617,129159,26568294
637,EPISCOPAL COMMUNITY SERVICES,951945256,2017.0,06-30-2018,91950,0,0,124077,0,23934591,719216,0,24777884
638,Episcopal Community Services,951945256,2016.0,06-30-2017,91950,0,0,101625,0,22673613,301556,0,23076794
639,Episcopal Community Services,951945256,2015.0,06-30-2016,91950,0,0,51225,0,22100447,340084,0,22491756
640,EPISCOPAL COMMUNITY SERVICES,951945256,2014.0,06-30-2015,91950,2158,0,40700,0,21298296,289319,0,21630473
641,EPISCOPAL COMMUNITY SERVICES,951945256,2013.0,06-30-2014,0,2552,0,19000,0,19316434,323170,0,19661156
642,Not found,910189318,,,0,0,0,0,0,0,0,0,0
643,Not found,910189318,,,0,0,0,0,0,0,0,0,0
644,VISTA HILL FOUNDATION,951944230,2020.0,09-30-2021,92123,0,0,0,421222,0,0,0,421222
645,VISTA HILL FOUNDATION,951944230,2019.0,09-30-2020,92123,0,0,0,829467,0,0,0,829467
646,VISTA HILL FOUNDATION,951944230,2018.0,09-30-2019,92123,0,0,0,519227,0,50000,0,569227
647,VISTA HILL FOUNDATION,951944230,2017.0,09-30-2018,92123,0,0,0,1143385,0,0,0,1143385
648,VISTA HILL FOUNDATION,951944230,2016.0,09-30-2017,92123,0,0,0,1144538,0,25000,0,1169538
649,VISTA HILL FOUNDATION,951944230,2015.0,09-30-2016,92123,0,0,0,1081289,0,0,0,1081289
650,VISTA HILL FOUNDATION,951944230,2014.0,09-30-2015,92123,0,0,0,1164736,0,0,0,1164736
651,VISTA HILL FOUNDATION,951944230,2013.0,09-30-2014,0,0,0,0,833367,0,0,0,833367
652,Not found,930623286,,,0,0,0,0,0,0,0,0,0
653,Not found,930623286,,,0,0,0,0,0,0,0,0,0
654,Not found,951944230,,,0,0,0,0,0,0,0,0,0
655,Not found,951944230,,,0,0,0,0,0,0,0,0,0
656,CENTER FOR COMMUNITY SOLUTIONS,956379598,2021.0,06-30-2022,92109,0,0,463831,0,5516946,850877,16256,6831654
657,CENTER FOR COMMUNITY SOLUTIONS,956379598,2020.0,06-30-2021,92109,0,0,493759,0,4983768,1295828,21422,6773355
658,CENTER FOR COMMUNITY SOLUTIONS,956379598,2019.0,06-30-2020,92109,0,0,169778,0,4963840,943753,50456,6077371
659,CENTER FOR COMMUNITY SOLUTIONS,956379598,2018.0,06-30-2019,92109,0,0,431150,0,4702859,731655,33999,5865664
660,CENTER FOR COMMUNITY SOLUTIONS,956379598,2017.0,06-30-2018,92109,0,0,286098,0,4101800,719296,35080,5107194
661,CENTER FOR COMMUNITY SOLUTIONS,956379598,2016.0,06-30-2017,92109,0,0,180995,0,3654739,747187,91441,4582921
662,CENTER FOR COMMUNITY SOLUTIONS,956379598,2015.0,06-30-2016,92109,0,0,238746,0,3215028,596261,29180,4050035
663,CENTER FOR COMMUNITY SOLUTIONS,956379598,2014.0,06-30-2015,92109,0,0,222496,0,3027355,693548,18123,3943399
664,CENTER FOR COMMUNITY SOLUTIONS,956379598,2013.0,06-30-2014,0,0,0,314055,0,2686916,1234390,172083,4235361
665,Not found,956379598,,,0,0,0,0,0,0,0,0,0
666,Not found,956379598,,,0,0,0,0,0,0,0,0,0
667,Not found,956379598,,,0,0,0,0,0,0,0,0,0
668,NEIGHBORHOOD HOUSE ASSN,951648184,2021.0,06-30-2022,92111,322,0,248049,0,103160048,624484,0,104032903
669,NEIGHBORHOOD HOUSE ASSN,951648184,2020.0,06-30-2021,92111,753,0,210773,0,94379296,718898,0,95309720
670,NEIGHBORHOOD HOUSE ASSN,951648184,2019.0,06-30-2020,92111,819,0,88990,0,97559202,598531,0,98247542
671,NEIGHBORHOOD HOUSE ASSN,951648184,2018.0,06-30-2019,92111,882,0,197990,0,95320956,638996,74436,96158824
672,NEIGHBORHOOD HOUSE ASSN,951648184,2017.0,06-30-2018,92111,2433,0,90000,0,92792453,640431,65505,93525317
673,Neighborhood House Assn,951648184,2016.0,06-30-2017,92111,4241,0,208120,0,85482020,539917,0,86234298
674,Neighborhood House Assn,951648184,2015.0,06-30-2016,92111,6215,0,193732,0,83944092,573315,0,84717354
675,NEIGHBORHOOD HOUSE ASSN,951648184,2014.0,06-30-2015,92111,7121,0,163374,0,81106064,333272,0,81609831
676,NEIGHBORHOOD HOUSE ASSN,951648184,2013.0,06-30-2014,0,3876,0,89183,0,76395637,466969,287665,76955665
677,Not found,221478099,,,0,0,0,0,0,0,0,0,0
678,Not found,951648184,,,0,0,0,0,0,0,0,0,0
679,Not found,951648184,,,0,0,0,0,0,0,0,0,0
680,Not found,951648184,,,0,0,0,0,0,0,0,0,0
681,NAMI SAN DIEGO,330122462,2021.0,06-30-2022,92123,0,0,256845,0,6911240,1564509,1248249,8732594
682,NAMI SAN DIEGO,330122462,2020.0,06-30-2021,92123,0,0,162038,0,6535082,439141,0,7136261
683,NAMI SAN DIEGO,330122462,2019.0,06-30-2020,92123,0,0,160382,0,5532949,329605,2415,6022936
684,NAMI SAN DIEGO,330122462,2018.0,06-30-2019,92123,0,0,181702,0,5115093,139806,18300,5436601
685,NAMI SAN DIEGO,330122462,2017.0,06-30-2018,92123,0,0,142728,0,5085050,133191,0,5360969
686,NAMI SAN DIEGO,330122462,2016.0,06-30-2017,92123,0,1702,17201,0,5311923,134460,0,5465286
687,NAMI SAN DIEGO,330122462,2015.0,06-30-2016,92123,0,760,17785,0,4623871,255358,0,4897774
688,NAMI SAN DIEGO,330122462,2014.0,06-30-2015,92123,0,1618,136342,0,3196819,71894,0,3406673
689,NAMI SAN DIEGO,330122462,2013.0,06-30-2014,0,0,1881,153276,0,2117637,59229,0,2332023
690,Not found,930623286,,,0,0,0,0,0,0,0,0,0
691,Not found,930623286,,,0,0,0,0,0,0,0,0,0
692,ALPHA PROJECT FOR THE HOMELESS,330215585,2021.0,06-30-2022,92103,0,0,212917,0,20294300,3558897,1630789,24066114
693,ALPHA PROJECT FOR THE HOMELESS,330215585,2020.0,06-30-2021,92103,0,0,145859,0,18162046,3338814,1199956,21646719
694,ALPHA PROJECT FOR THE HOMELESS,330215585,2019.0,06-30-2020,92103,0,0,47749,0,15957289,10930710,1540175,26935748
695,ALPHA PROJECT FOR THE HOMELESS,330215585,2018.0,06-30-2019,92103,0,0,0,0,2476001,14101032,1757375,16577033
696,ALPHA PROJECT FOR THE HOMELESS,330215585,2017.0,06-30-2018,92103,0,0,0,0,1972019,8974475,1743782,10946494
697,ALPHA PROJECT FOR THE HOMELESS,330215585,2016.0,06-30-2017,92103,0,0,0,0,1251303,6178785,1876303,7430088
698,ALPHA PROJECT FOR THE HOMELESS,330215585,2015.0,06-30-2016,92103,0,0,0,0,2827016,2417961,1086372,5244977
699,ALPHA PROJECT FOR THE HOMELESS,330215585,2014.0,06-30-2015,92103,0,0,0,0,4037724,1847458,676252,5885182
700,ALPHA PROJECT FOR THE HOMELESS,330215585,2013.0,06-30-2014,0,0,0,0,0,2065058,4124494,469651,6189552
701,Not found,330215585,,,0,0,0,0,0,0,0,0,0
702,Not found,330215585,,,0,0,0,0,0,0,0,0,0
703,Bilateral Safety Corridor Coalition,550806460,2022.0,12-31-2022,91950,0,0,0,0,291440,270209,0,570056
704,Bilateral Safety Corridor Coalition,550806460,2021.0,12-31-2021,91950,0,0,0,0,239763,227448,0,467211
705,Bilateral Safety Corridor Coalition,550806460,2020.0,12-31-2020,91950,0,0,0,0,161068,218547,6000,379615
706,Bilateral Safety Corridor Coalition,550806460,2019.0,12-31-2019,91950,0,0,0,0,0,269047,0,269047
707,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018.0,12-31-2018,91950,0,0,0,0,0,297479,0,297479
708,Bilateral Safety Corridor Coalition,550806460,2017.0,12-31-2017,91950,0,0,0,0,171066,159109,0,330175
709,Bilateral Safety Corridor Coalition,550806460,2016.0,12-31-2016,91950,0,0,0,0,188786,236171,0,424957
710,Bilateral Safety Corridor Coalition,550806460,2015.0,12-31-2015,91950,0,0,0,0,159442,117018,0,276460
711,"ADJOIN
FORMERLY COMMUNITY CATALYSTS OF CA",330008269,2021.0,12-31-2021,92123,0,0,0,0,11022640,15265,0,11037905
712,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2020.0,12-31-2020,92111,0,0,0,0,7508861,136902,0,7645763
713,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2019.0,12-31-2019,92111,0,0,0,0,4315826,18835,0,4334661
714,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2018.0,12-31-2018,92111,0,0,0,0,4486116,15457,0,4501573
715,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2017.0,12-31-2017,92111,0,0,0,0,4079963,13450,0,4093413
716,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2016.0,12-31-2016,92111,0,0,0,0,4117430,14732,0,4132162
717,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2015.0,12-31-2015,92111,0,0,0,0,2577779,15146,0,2592925
718,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2014.0,12-31-2014,92111,0,0,0,0,2111479,23405,0,2134884
719,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2013.0,12-31-2013,0,0,0,0,0,1057513,29269,0,1086782
720,Not found,930623286,,,0,0,0,0,0,0,0,0,0
721,Not found,930623286,,,0,0,0,0,0,0,0,0,0
722,Not found,330008269,,,0,0,0,0,0,0,0,0,0
723,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2021.0,12-31-2021,90807,89250,0,0,0,429733,790394,27870,1309377
724,"KINGDOM CAUSES INC
CITY NET BEDROCK CREEK",571162424,2020.0,12-31-2020,90807,9965,0,0,0,0,487546,139062,497511
725,KINGDOM CAUSES INC,571162424,2019.0,12-31-2019,90807,39087,0,0,0,0,1035566,952925,1074653
726,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2018.0,12-31-2018,90807,0,0,0,0,0,113906,0,113906
727,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2017.0,12-31-2017,90809,0,0,0,0,22500,172350,0,194850
728,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2016.0,12-31-2016,90809,0,0,0,0,45928,100072,0,146000
729,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2015.0,12-31-2015,90809,0,0,0,0,57119,177099,0,234218
730,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2014.0,12-31-2014,90809,0,0,0,10335,269904,449840,0,730079
731,"KINGDOM CAUSES INC
DBA City Net Bedrock Creek",571162424,2013.0,12-31-2013,0,0,0,0,18375,106888,274500,0,399763
732,Not found,571162424,,,0,0,0,0,0,0,0,0,0
