,EIN_YEAR,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
411,952880426_2013,ELDERHELP OF SAN DIEGO INC,952880426,2013,06-30-2014,0,0,0,41574,0,260872,591028,1890,893474
412,330217339_2021,CRISIS HOUSE,330217339,2021,06-30-2022,92071,0,0,0,0,2812646,0,74537,2812646
413,330217339_2020,CRISIS HOUSE,330217339,2020,06-30-2021,92071,0,0,0,0,1923024,491981,49511,2415005
414,330217339_2019,Crisis House,330217339,2019,06-30-2020,92020,0,0,0,0,1933389,437262,74525,2370651
415,330217339_2018,Crisis House,330217339,2018,06-30-2019,92020,0,0,10770,0,1424698,512193,118107,1947661
416,330217339_2017,Crisis House,330217339,2017,06-30-2018,92020,0,0,0,0,1433825,346726,183702,1780551
417,330217339_2016,Crisis House,330217339,2016,06-30-2017,92020,0,0,0,0,802795,342525,189186,1145320
418,330217339_2015,Crisis House,330217339,2015,06-30-2016,92020,0,0,0,0,756702,273265,169610,1029967
419,330217339_2014,Crisis House,330217339,2014,06-30-2015,92020,0,0,0,0,761869,273527,164026,1035396
420,330217339_2013,Crisis House,330217339,2013,06-30-2014,0,0,0,0,0,789054,207241,151705,996295
421,952850121_2021,SERVING SENIORS,952850121,2021,06-30-2022,92101,0,0,129000,0,8663919,3595528,0,12388447
422,952850121_2020,SERVING SENIORS,952850121,2020,06-30-2021,92101,0,0,250845,0,10529880,2712201,0,13492926
423,952850121_2019,SERVING SENIORS,952850121,2019,06-30-2020,92101,0,0,53970,0,5623675,3947673,0,9625318
424,952850121_2018,SERVING SENIORS,952850121,2018,06-30-2019,92101,0,0,161620,0,4078668,2248135,124834,6488423
425,952850121_2017,SERVING SENIORS,952850121,2017,06-30-2018,92101,0,0,101071,0,3298204,1739118,236047,5138393
426,952850121_2014,SERVING SENIORS,952850121,2014,06-30-2015,92101,0,0,0,0,3260642,1926705,565000,5187347
427,953750738_2020,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2020,09-30-2021,92127,0,0,0,0,0,0,0,0
428,953750738_2019,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2019,09-30-2020,92127,0,0,0,0,0,0,0,0
429,953750738_2018,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2018,09-30-2019,92127,0,0,0,0,54330,0,0,54330
430,953750738_2017,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2017,09-30-2018,92127,0,0,0,0,56517,0,0,56517
431,953750738_2016,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2016,09-30-2017,92127,0,0,0,0,55911,0,0,55911
432,953750738_2015,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2015,09-30-2016,92127,0,0,0,0,56788,0,0,56788
433,953750738_2014,CALEXICO PLAZA DEVELOPMENT CORP,953750738,2014,09-30-2015,92127,0,0,0,0,55336,0,0,55336
434,113723093_2020,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2020,06-30-2021,92123,0,0,0,0,17841834,183535,0,18025369
435,113723093_2019,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2019,06-30-2020,92123,0,0,0,0,9344677,182239,0,9526916
436,113723093_2018,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2018,06-30-2019,92123,0,0,0,0,2505451,865020,0,3370471
437,113723093_2017,REGIONAL TASK FORCE ON THE HOMELESS,113723093,2017,06-30-2018,92123,0,0,0,0,2021667,738875,0,2760542
438,113723093_2016,Regional Task Force on the Homeless,113723093,2016,06-30-2017,92123,0,6677,0,0,1922156,65214,0,1994047
439,113723093_2015,Regional Task Force on the Homeless,113723093,2015,06-30-2016,92123,0,0,0,0,1110060,47330,0,1157390
440,113723093_2014,Regional Task Force on the Homeless Inc,113723093,2014,06-30-2015,92123,0,0,0,0,991765,94796,0,1086561
441,953031682_2020,ABLE-DISABLED ADVOCACY INC,953031682,2020,09-30-2021,92105,0,0,0,0,1945475,284250,220883,2229725
442,953031682_2019,ABLE-DISABLED ADVOCACY INC,953031682,2019,09-30-2020,92105,0,0,0,0,2019536,488151,404620,2507687
443,953031682_2018,ABLE-DISABLED ADVOCACY INC,953031682,2018,09-30-2019,92105,0,0,0,0,1962090,377739,237256,2339829
444,953031682_2017,ABLE-DISABLED ADVOCACY INC,953031682,2017,09-30-2018,92105,0,0,0,0,1996303,141338,49843,2137641
445,953031682_2016,ABLE-DISABLED ADVOCACY INC,953031682,2016,09-30-2017,92105,0,0,0,0,0,2076118,0,2076118
446,953031682_2015,ABLE-DISABLED ADVOCACY INC,953031682,2015,09-30-2016,92105,0,0,0,0,1677760,16974,0,1694734
447,953031682_2014,ABLE-DISABLED ADVOCACY INC,953031682,2014,09-30-2015,92105,0,0,0,0,1698955,350076,0,2049031
448,953031682_2013,ABLE-DISABLED ADVOCACY INC,953031682,2013,09-30-2014,0,0,0,0,0,1662856,304412,0,1967268
449,237334012_2020,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2020,06-30-2021,92112,9190,0,0,0,11606920,4238141,0,15854251
450,237334012_2019,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2019,06-30-2020,92112,21301,0,0,0,7876775,2735170,0,10633246
451,237334012_2018,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2018,06-30-2019,92112,50794,0,5748,0,7519954,2379161,0,9955657
452,237334012_2017,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2017,06-30-2018,92112,91200,0,28745,0,0,2116667,0,2236612
453,237334012_2016,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2016,06-30-2017,92112,77085,0,53000,0,0,1952123,0,2082208
454,237334012_2015,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2015,06-30-2016,92101,121494,0,57035,0,0,2955261,0,3133790
455,237334012_2014,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2014,06-30-2015,92101,120174,0,143749,0,0,1755127,0,2019050
456,237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,06-30-2014,0,116799,0,196830,0,0,1845723,0,2159352
457,951648184_2021,NEIGHBORHOOD HOUSE ASSN,951648184,2021,06-30-2022,92111,322,0,248049,0,103160048,624484,0,104032903
458,951648184_2020,NEIGHBORHOOD HOUSE ASSN,951648184,2020,06-30-2021,92111,753,0,210773,0,94379296,718898,0,95309720
459,951648184_2019,NEIGHBORHOOD HOUSE ASSN,951648184,2019,06-30-2020,92111,819,0,88990,0,97559202,598531,0,98247542
460,951648184_2018,NEIGHBORHOOD HOUSE ASSN,951648184,2018,06-30-2019,92111,882,0,197990,0,95320956,638996,74436,96158824
461,951648184_2017,NEIGHBORHOOD HOUSE ASSN,951648184,2017,06-30-2018,92111,2433,0,90000,0,92792453,640431,65505,93525317
462,951648184_2016,Neighborhood House Assn,951648184,2016,06-30-2017,92111,4241,0,208120,0,85482020,539917,0,86234298
463,951648184_2015,Neighborhood House Assn,951648184,2015,06-30-2016,92111,6215,0,193732,0,83944092,573315,0,84717354
464,951648184_2014,NEIGHBORHOOD HOUSE ASSN,951648184,2014,06-30-2015,92111,7121,0,163374,0,81106064,333272,0,81609831
465,951648184_2013,NEIGHBORHOOD HOUSE ASSN,951648184,2013,06-30-2014,0,3876,0,89183,0,76395637,466969,287665,76955665
466,953782164_2020,Southern Indian Health Council,953782164,2020,09-30-2021,91901,0,0,0,0,19406720,120824,59013,19527544
467,953782164_2019,Southern Indian Health Council,953782164,2019,09-30-2020,91901,0,0,0,0,15329504,54763,54763,15384267
468,953782164_2018,Southern Indian Health Council,953782164,2018,09-30-2019,91901,0,0,0,0,12821614,171201,44396,12992815
469,953782164_2017,Southern Indian Health Council,953782164,2017,09-30-2018,91901,0,0,0,0,12039956,227741,42532,12267697
470,953782164_2016,Southern Indian Health Council,953782164,2016,09-30-2017,91901,0,0,0,0,11237004,378725,39036,11615729
471,953782164_2015,Southern Indian Health Council,953782164,2015,09-30-2016,91901,0,0,0,0,10326684,926092,96307,11252776
472,953782164_2014,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164,2014,09-30-2015,91901,0,0,0,0,10459020,638433,123626,11097453
473,953782164_2013,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164,2013,09-30-2014,0,0,0,0,0,9395777,145941,97417,9541718
474,273390797_2020,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2020,06-30-2021,92105,0,0,0,0,293380,374295,5000,667675
475,273390797_2019,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2019,06-30-2020,92105,0,0,0,0,402438,233989,463,636427
476,273390797_2018,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2018,06-30-2019,92105,0,0,0,0,252176,221576,1000,473752
477,273390797_2017,Somali Bantu Association of America,273390797,2017,06-30-2018,92105,0,0,0,0,0,393129,15488,393129
478,330210280_2022,UPLIFT,330210280,2022,12-31-2022,92102,0,0,215764,0,0,225374,0,441138
479,330210280_2021,UPLIFT,330210280,2021,12-31-2021,92102,0,0,53708,0,0,192522,30000,246230
480,330210280_2019,Uplift,330210280,2019,12-31-2019,92102,0,0,52847,0,0,188329,0,241176
481,204374795_2021,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2021,06-30-2022,92121,0,0,349596,0,6327592,87887254,58312927,94564442
482,204374795_2020,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2020,06-30-2021,92121,0,0,251384,0,10838132,113522301,80913471,124611817
483,204374795_2019,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2019,06-30-2020,92121,0,0,103012,0,5257407,75773240,58281891,81133659
484,204374795_2018,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2018,06-30-2019,92121,0,0,316076,0,2593934,48722765,41159936,51632775
485,204374795_2017,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2017,06-30-2018,92121,0,0,191553,0,2106601,41309129,35087496,43607283
486,204374795_2016,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2016,06-30-2017,92121,0,0,154260,0,1623355,38415684,31883433,40193299
487,204374795_2015,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,06-30-2016,92121,0,0,117922,0,2175671,31097166,25686164,33390759
488,204374795_2014,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,06-30-2015,92121,0,0,143289,0,8567254,24065867,25032864,32776410
489,204374795_2013,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,06-30-2014,0,0,0,131556,0,2230566,30090121,25346991,32452243
490,956379598_2021,CENTER FOR COMMUNITY SOLUTIONS,956379598,2021,06-30-2022,92109,0,0,463831,0,5516946,850877,16256,6831654
491,956379598_2020,CENTER FOR COMMUNITY SOLUTIONS,956379598,2020,06-30-2021,92109,0,0,493759,0,4983768,1295828,21422,6773355
492,956379598_2019,CENTER FOR COMMUNITY SOLUTIONS,956379598,2019,06-30-2020,92109,0,0,169778,0,4963840,943753,50456,6077371
493,956379598_2018,CENTER FOR COMMUNITY SOLUTIONS,956379598,2018,06-30-2019,92109,0,0,431150,0,4702859,731655,33999,5865664
494,956379598_2017,CENTER FOR COMMUNITY SOLUTIONS,956379598,2017,06-30-2018,92109,0,0,286098,0,4101800,719296,35080,5107194
495,956379598_2016,CENTER FOR COMMUNITY SOLUTIONS,956379598,2016,06-30-2017,92109,0,0,180995,0,3654739,747187,91441,4582921
496,956379598_2015,CENTER FOR COMMUNITY SOLUTIONS,956379598,2015,06-30-2016,92109,0,0,238746,0,3215028,596261,29180,4050035
497,956379598_2014,CENTER FOR COMMUNITY SOLUTIONS,956379598,2014,06-30-2015,92109,0,0,222496,0,3027355,693548,18123,3943399
498,956379598_2013,CENTER FOR COMMUNITY SOLUTIONS,956379598,2013,06-30-2014,0,0,0,314055,0,2686916,1234390,172083,4235361
499,952949636_2020,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2020,06-30-2021,92127,0,0,0,0,0,158572,0,158572
500,952949636_2019,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2019,06-30-2020,92127,0,0,0,0,132432,0,0,132432
501,952949636_2018,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2018,06-30-2019,92127,0,0,0,0,161530,0,0,161530
502,952949636_2017,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2017,06-30-2018,92127,0,0,0,0,139382,0,0,139382
503,952949636_2016,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2016,06-30-2017,92127,0,0,0,0,141447,0,0,141447
504,952949636_2015,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2015,06-30-2016,92127,0,0,0,0,320264,0,0,320264
505,952949636_2014,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2014,06-30-2015,92127,0,0,0,0,433182,0,0,433182
506,261712580_2022,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2022,12-31-2022,92112,0,0,0,0,0,7171594,0,7171594
507,261712580_2021,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2021,12-31-2021,92112,0,0,72165,0,0,4616925,0,4689090
508,261712580_2020,Equality Alliance of San Diego County,261712580,2020,12-31-2020,92112,0,5050,0,0,242800,4179440,0,4427290
509,261712580_2019,Equality Alliance of San Diego County,261712580,2019,12-31-2019,92112,0,9365,0,0,0,1800844,0,1810209
510,261712580_2018,Equality Alliance of San Diego County,261712580,2018,12-31-2018,92112,0,9375,0,0,0,2631980,0,2641355
511,261712580_2017,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2017,12-31-2017,92112,0,0,0,0,0,1624468,0,1624468
512,261712580_2016,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2016,12-31-2016,92112,0,0,0,0,0,2424704,0,2424704
513,261712580_2015,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2015,12-31-2015,92112,0,0,0,0,0,1236342,0,1236342
514,261712580_2014,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2014,12-31-2014,92112,0,0,0,0,0,1558845,0,1558845
515,261712580_2013,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2013,12-31-2013,0,0,4050,0,0,0,1294766,0,1298816
516,237161267_2021,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2021,03-31-2022,92082,0,0,0,0,19481149,5513833,142150,24994982
517,237161267_2020,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2020,03-31-2021,92082,0,0,0,0,15254349,4040759,83169,19295108
518,237161267_2019,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2019,03-31-2020,92082,0,0,0,0,16187588,3801316,109457,19988904
519,237161267_2018,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2018,03-31-2019,92082,0,0,0,0,15031002,3433623,159069,18464625
520,237161267_2017,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2017,03-31-2018,92082,0,0,0,0,14642740,3301262,142164,17944002
521,237161267_2016,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2016,03-31-2017,92082,0,0,0,0,14998644,2860730,138656,17859374
522,237161267_2015,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2015,03-31-2016,92082,0,0,0,0,15121712,2746407,137017,17868119
523,237161267_2014,Southern California Tribal Chairmens Association,237161267,2014,03-31-2015,92082,0,0,0,0,14582040,2690773,136381,17272813
524,237161267_2013,Southern California Tribal Chairmens Association,237161267,2013,03-31-2014,0,0,0,0,0,14784217,2782242,136516,17566459
525,330433314_2021,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2021,06-30-2022,92101,0,0,521275,0,598626,970523,142849,2090424
526,330433314_2020,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2020,06-30-2021,92101,0,0,1200,0,462250,2067172,15150,2530622
527,330433314_2019,National Conflict Resolution Center,330433314,2019,06-30-2020,92101,0,0,0,0,1178817,986074,0,2164891
528,951644024_2020,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2020,06-30-2021,92123,0,0,72703,7303371,21236898,13159624,247272,41772596
529,951644024_2019,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2019,06-30-2020,92123,0,0,8530,2200000,16665713,12516117,122210,31390360
530,951644024_2018,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2018,06-30-2019,92123,0,0,382685,2042808,11727667,15812839,126480,29965999
531,951644024_2017,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2017,06-30-2018,92123,0,0,291286,1531126,7074276,7917964,286966,16814652
532,951644024_2016,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2016,06-30-2017,92123,158030,0,223371,100000,8064950,7980152,118276,16526503
533,951644024_2015,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2015,06-30-2016,92123,0,0,88548,70000,7628861,6851622,149927,14639031
534,951644024_2014,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2014,06-30-2015,92123,0,0,249428,50000,7072121,6723581,175948,14095130
535,951644024_2013,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2013,06-30-2014,0,0,0,131648,1159200,6741356,7313739,140200,15345943
536,951944230_2020,VISTA HILL FOUNDATION,951944230,2020,09-30-2021,92123,0,0,0,421222,0,0,0,421222
537,951944230_2019,VISTA HILL FOUNDATION,951944230,2019,09-30-2020,92123,0,0,0,829467,0,0,0,829467
538,951944230_2018,VISTA HILL FOUNDATION,951944230,2018,09-30-2019,92123,0,0,0,519227,0,50000,0,569227
539,951944230_2017,VISTA HILL FOUNDATION,951944230,2017,09-30-2018,92123,0,0,0,1143385,0,0,0,1143385
540,951944230_2016,VISTA HILL FOUNDATION,951944230,2016,09-30-2017,92123,0,0,0,1144538,0,25000,0,1169538
541,951944230_2015,VISTA HILL FOUNDATION,951944230,2015,09-30-2016,92123,0,0,0,1081289,0,0,0,1081289
542,951944230_2014,VISTA HILL FOUNDATION,951944230,2014,09-30-2015,92123,0,0,0,1164736,0,0,0,1164736
543,951944230_2013,VISTA HILL FOUNDATION,951944230,2013,09-30-2014,0,0,0,0,833367,0,0,0,833367
544,330602842_2021,The Association for Community Housing Solutions,330602842,2021,12-31-2021,92123,0,0,0,0,1659718,27280,0,1686998
545,330602842_2020,TACHS,330602842,2020,12-31-2020,92123,0,0,0,0,1598008,25316,0,1623324
546,953302967_2021,MENTAL HEALTH SYSTEMS INC,953302967,2021,06-30-2022,92123,0,0,0,0,93554678,271291,0,93825969
547,953302967_2020,MENTAL HEALTH SYSTEMS INC,953302967,2020,06-30-2021,92123,0,0,0,0,98611907,25197,0,98637104
548,953302967_2019,MENTAL HEALTH SYSTEMS INC,953302967,2019,06-30-2020,92123,0,0,0,0,90049407,32870,0,90082277
549,953302967_2018,MENTAL HEALTH SYSTEMS INC,953302967,2018,06-30-2019,92123,0,0,0,0,71062143,77961,0,71140104
550,953302967_2017,MENTAL HEALTH SYSTEMS INC,953302967,2017,06-30-2018,92123,0,0,0,0,61935444,79120,0,62014564
551,953302967_2016,Mental Health Systems Inc,953302967,2016,06-30-2017,92123,0,0,0,0,62030562,78628,0,62109190
552,953302967_2015,MENTAL HEALTH SYSTEMS INC,953302967,2015,06-30-2016,92123,0,0,0,0,67248615,281825,0,67530440
553,953302967_2014,MENTAL HEALTH SYSTEMS INC,953302967,2014,06-30-2015,92123,0,0,0,0,72132439,267385,0,72399824
554,953302967_2013,MENTAL HEALTH SYSTEMS INC,953302967,2013,06-30-2014,0,0,0,0,0,0,109691,0,140328
555,330553621_2021,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2021,09-30-2022,90275,0,0,0,0,754793,0,0,754793
556,330553621_2020,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2020,09-30-2021,90275,0,0,0,0,784501,0,0,784501
557,330553621_2019,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2019,09-30-2020,90275,0,0,0,0,786788,0,0,786788
558,330553621_2018,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2018,09-30-2019,90275,0,0,0,0,745913,0,0,745913
559,330553621_2017,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2017,09-30-2018,90275,0,0,0,0,712870,0,0,712870
560,330553621_2016,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2016,09-30-2017,90802,0,0,0,0,665873,0,0,665873
561,330553621_2015,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2015,09-30-2016,90802,0,0,0,0,621388,0,0,621388
562,237279074_2021,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,06-30-2022,92102,170,0,44349,0,0,595309,53487,639828
563,237279074_2020,UNION OF PAN ASIAN COMMUNITIES,237279074,2020,06-30-2021,92102,216,0,77662,0,33272,524550,0,635700
564,237279074_2019,UNION OF PAN ASIAN COMMUNITIES,237279074,2019,06-30-2020,92102,56,0,0,0,0,561746,0,561802
565,237279074_2018,UNION OF PAN ASIAN COMMUNITIES,237279074,2018,06-30-2019,92102,387,0,134109,0,0,299784,0,434280
566,237279074_2017,UNION OF PAN ASIAN COMMUNITIES,237279074,2017,06-30-2018,92102,219,0,123225,0,0,443582,0,567026
567,237279074_2016,UNION OF PAN ASIAN COMMUNITIES,237279074,2016,06-30-2017,92102,777,0,118088,0,0,378054,0,496919
568,237279074_2015,UNION OF PAN ASIAN COMMUNITIES,237279074,2015,06-30-2016,92102,1083,0,120006,0,0,282200,0,403289
569,237279074_2014,UNION OF PAN ASIAN COMMUNITIES,237279074,2014,06-30-2015,92102,752,0,108729,0,0,254538,0,364019
570,237279074_2013,UNION OF PAN ASIAN COMMUNITIES,237279074,2013,06-30-2014,0,3256,0,0,0,0,301674,0,304930
571,330623634_2021,TOWNSPEOPLE,330623634,2021,12-31-2021,92104,0,0,0,0,1404789,301693,0,1706482
572,330623634_2020,TOWNSPEOPLE,330623634,2020,12-31-2020,92103,0,0,0,0,1222446,118579,0,1341025
573,330623634_2019,TOWNSPEOPLE,330623634,2019,12-31-2019,92103,0,0,0,0,1043179,25747,0,1068926
574,330623634_2018,TOWNSPEOPLE,330623634,2018,12-31-2018,92103,0,0,0,0,830118,128187,0,958305
575,330623634_2017,TOWNSPEOPLE,330623634,2017,12-31-2017,92103,0,0,0,0,685289,18984,3430,704273
576,330623634_2016,TOWNSPEOPLE,330623634,2016,12-31-2016,92103,0,0,0,0,732642,14274,0,746916
577,330623634_2015,TOWNSPEOPLE,330623634,2015,12-31-2015,92103,0,0,0,0,450427,16277,0,466704
578,330623634_2014,TOWNSPEOPLE,330623634,2014,12-31-2014,92103,0,0,0,0,326207,44853,0,371060
579,330623634_2013,TOWNSPEOPLE,330623634,2013,12-31-2013,0,0,0,0,0,595951,35474,0,631425
580,953138268_2021,HOME START INC,953138268,2021,06-30-2022,92108,0,0,96200,0,9547671,2417336,49427,12061207
581,953138268_2020,HOME START INC,953138268,2020,06-30-2021,92108,0,0,148040,0,9010990,1979791,53907,11138821
582,953138268_2019,HOME START INC,953138268,2019,06-30-2020,92108,0,0,116759,0,6289693,1628594,110061,8035046
583,953138268_2018,HOME START INC,953138268,2018,06-30-2019,92108,0,0,157560,0,4585241,734168,91413,5476969
584,953138268_2017,HOME START INC,953138268,2017,06-30-2018,92108,0,0,128764,0,4647050,915600,470035,5691414
585,953138268_2016,HOME START INC,953138268,2016,06-30-2017,92108,0,0,124963,0,4427963,1709373,529998,6262299
586,953138268_2015,HOME START INC,953138268,2015,06-30-2016,92108,0,0,60824,0,4395128,2181271,650718,6637223
587,953138268_2014,HOME START INC,953138268,2014,06-30-2015,92108,0,0,0,0,3856122,2530596,504545,6386718
588,311750839_2020,BREAD OF LIFE RESCUE MISSION,311750839,2020,07-31-2021,38557,0,0,0,0,42794,258346,0,301140
589,311750839_2019,BREAD OF LIFE RESCUE MISSION,311750839,2019,07-31-2020,38557,0,0,0,0,0,285706,0,285706
590,311750839_2018,BREAD OF LIFE RESCUE MISSION,311750839,2018,07-31-2019,38557,0,0,0,0,0,300810,9720,300810
591,311750839_2017,BREAD OF LIFE RESCUE MISSION,311750839,2017,07-31-2018,38557,0,0,0,0,0,315897,0,315897
592,311750839_2016,BREAD OF LIFE RESCUE MISSION,311750839,2016,07-31-2017,38557,0,0,0,0,0,487088,0,487088
593,311750839_2015,BREAD OF LIFE RESCUE MISSION,311750839,2015,07-31-2016,38557,0,0,0,0,0,338629,0,338629
594,311750839_2014,BREAD OF LIFE RESCUE MISSION,311750839,2014,07-31-2015,38557,0,0,0,0,0,429101,20000,429101
595,311750839_2013,BREAD OF LIFE RESCUE MISSION,311750839,2013,07-31-2014,0,0,0,0,0,0,356509,0,356509
596,330902617_2021,SOLUTIONS FOR CHANGE INC,330902617,2021,12-31-2021,92083,0,0,344910,0,578971,2752293,20111,3676174
597,330902617_2020,SOLUTIONS FOR CHANGE INC,330902617,2020,12-31-2020,92083,0,0,10100,0,398625,2433828,0,2842553
598,330902617_2019,SOLUTIONS FOR CHANGE INC,330902617,2019,12-31-2019,92083,0,0,155775,0,75000,1513911,95223,1744686
599,330902617_2018,SOLUTIONS FOR CHANGE INC,330902617,2018,12-31-2018,92083,0,0,250677,0,200000,2319654,144589,2770331
600,330902617_2017,SOLUTIONS FOR CHANGE INC,330902617,2017,12-31-2017,92083,0,0,33059,0,300000,1503790,0,1836849
601,330902617_2016,SOLUTIONS FOR CHANGE INC,330902617,2016,12-31-2016,92083,0,0,163539,0,0,1694851,14192,1858390
602,330902617_2015,SOLUTIONS FOR CHANGE INC,330902617,2015,12-31-2015,92083,0,0,649293,0,0,1231933,133368,1881226
603,330902617_2014,SOLUTIONS FOR CHANGE INC,330902617,2014,12-31-2014,92083,0,0,737190,0,0,1407551,116236,2144741
604,237332048_2020,"THE SAN DIEGO LESBIAN GAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2020,06-30-2021,92163,0,0,0,0,5499751,5085443,0,10585194
605,237332048_2019,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2019,06-30-2020,92163,0,0,0,0,3582838,4003879,0,7586717
606,237332048_2018,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2018,06-30-2019,92163,0,0,0,0,2417854,4898662,0,7316516
607,237332048_2017,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2017,06-30-2018,92163,0,0,0,0,2618909,4786412,0,7405321
608,237332048_2016,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2016,06-30-2017,92163,0,0,0,0,2674347,4105894,0,6780241
609,237332048_2015,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2015,06-30-2016,92163,0,0,0,0,2265389,2588997,0,4854386
610,237332048_2014,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2014,06-30-2015,92163,0,0,0,0,1807212,2867228,0,4674440
