,EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
321,951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,03-31-2016,92114,2336,0.0,0.0,0.0,1124617.5,427108.5833333333,769.5,1551920.75,427303.25
321,951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,04-30-2016,92114,2336,0.0,0.0,0.0,1124617.5,427108.5833333333,769.5,1551920.75,427303.25
321,951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,05-31-2016,92114,2336,0.0,0.0,0.0,1124617.5,427108.5833333333,769.5,1551920.75,427303.25
321,951869806_2015,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2015,06-30-2016,92114,2336,0.0,0.0,0.0,1124617.5,427108.5833333333,769.5,1551920.75,427303.25
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,07-31-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,08-31-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,09-30-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,10-31-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,11-30-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,12-31-2014,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,01-31-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,02-28-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,03-31-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,04-30-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,05-31-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
322,951869806_2014,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2014,06-30-2015,92114,3514,0.0,0.0,0.0,1082376.0,301084.75,0.0,1383753.5833333333,301377.5833333333
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,07-31-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,08-31-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,09-30-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,10-31-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,11-30-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,12-31-2013,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,01-31-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,02-28-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,03-31-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,04-30-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,05-31-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
323,951869806_2013,LEGAL AID SOCIETY OF SAN DIEGO,951869806,2013,06-30-2014,0,4012,0.0,0.0,0.0,845716.4166666666,313272.5833333333,0.0,1159323.3333333333,313606.9166666667
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,10-31-2020,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,11-30-2020,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,12-31-2020,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,01-31-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,02-28-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,03-31-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,04-30-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,05-31-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,06-30-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,07-31-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,08-31-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
324,953031682_2020,ABLEDISABLED ADVOCACY INC,953031682,2020,09-30-2021,92105,0,0.0,0.0,0.0,162122.91666666666,23687.5,18406.916666666668,185810.41666666666,23687.5
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,10-31-2019,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,11-30-2019,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,12-31-2019,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,01-31-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,02-29-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,03-31-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,04-30-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,05-31-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,06-30-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,07-31-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,08-31-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
325,953031682_2019,ABLEDISABLED ADVOCACY INC,953031682,2019,09-30-2020,92105,0,0.0,0.0,0.0,168294.66666666666,40679.25,33718.333333333336,208973.91666666666,40679.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,10-31-2018,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,11-30-2018,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,12-31-2018,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,01-31-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,02-28-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,03-31-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,04-30-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,05-31-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,06-30-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,07-31-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,08-31-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
326,953031682_2018,ABLEDISABLED ADVOCACY INC,953031682,2018,09-30-2019,92105,0,0.0,0.0,0.0,163507.5,31478.25,19771.333333333332,194985.75,31478.25
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,10-31-2017,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,11-30-2017,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,12-31-2017,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,01-31-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,02-28-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,03-31-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,04-30-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,05-31-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,06-30-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,07-31-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,08-31-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
327,953031682_2017,ABLEDISABLED ADVOCACY INC,953031682,2017,09-30-2018,92105,0,0.0,0.0,0.0,166358.58333333334,11778.166666666666,4153.583333333333,178136.75,11778.166666666666
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,10-31-2016,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,11-30-2016,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,12-31-2016,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,01-31-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,02-28-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,03-31-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,04-30-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,05-31-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,06-30-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,07-31-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,08-31-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
328,953031682_2016,ABLEDISABLED ADVOCACY INC,953031682,2016,09-30-2017,92105,0,0.0,0.0,0.0,0.0,173009.83333333334,0.0,173009.83333333334,173009.83333333334
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,10-31-2015,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,11-30-2015,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,12-31-2015,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,01-31-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,02-29-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,03-31-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,04-30-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,05-31-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,06-30-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,07-31-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,08-31-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
329,953031682_2015,ABLEDISABLED ADVOCACY INC,953031682,2015,09-30-2016,92105,0,0.0,0.0,0.0,139813.33333333334,1414.5,0.0,141227.83333333334,1414.5
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,10-31-2014,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,11-30-2014,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,12-31-2014,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,01-31-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,02-28-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,03-31-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,04-30-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,05-31-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,06-30-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,07-31-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,08-31-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
330,953031682_2014,ABLEDISABLED ADVOCACY INC,953031682,2014,09-30-2015,92105,0,0.0,0.0,0.0,141579.58333333334,29173.0,0.0,170752.58333333334,29173.0
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,10-31-2013,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,11-30-2013,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,12-31-2013,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,01-31-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,02-28-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,03-31-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,04-30-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,05-31-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,06-30-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,07-31-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,08-31-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
331,953031682_2013,ABLEDISABLED ADVOCACY INC,953031682,2013,09-30-2014,0,0,0.0,0.0,0.0,138571.33333333334,25367.666666666668,0.0,163939.0,25367.666666666668
332,952422704_2021,ACCESS INC,952422704,2021,07-31-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,08-31-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,09-30-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,10-31-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,11-30-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,12-31-2021,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,01-31-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,02-28-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,03-31-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,04-30-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,05-31-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
332,952422704_2021,ACCESS INC,952422704,2021,06-30-2022,92111,0,0.0,0.0,0.0,194439.08333333334,33384.0,0.0,227823.08333333334,33384.0
333,952422704_2020,ACCESS INC,952422704,2020,07-31-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,08-31-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,09-30-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,10-31-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,11-30-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,12-31-2020,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,01-31-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,02-28-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,03-31-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,04-30-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,05-31-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
333,952422704_2020,ACCESS INC,952422704,2020,06-30-2021,92111,0,0.0,0.0,0.0,206605.75,28897.25,0.0,235503.0,28897.25
334,952422704_2019,ACCESS,952422704,2019,07-31-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,08-31-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,09-30-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,10-31-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,11-30-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,12-31-2019,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
334,952422704_2019,ACCESS,952422704,2019,01-31-2020,92111,0,0.0,0.0,0.0,269831.1666666667,4518.333333333333,0.0,274349.5,4518.333333333333
