EIN_YEAR,Organization Name,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total,Philanthropic_Total
237334012_2019,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2019,06-30-2020,92112,21301,0,0,0,7876775,2735170,0,10633246,2756471
237334012_2018,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2018,06-30-2019,92112,50794,0,5748,0,7519954,2379161,0,9955657,2435703
237334012_2017,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2017,06-30-2018,92112,91200,0,28745,0,0,2116667,0,2236612,2236612
237334012_2016,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2016,06-30-2017,92112,77085,0,53000,0,0,1952123,0,2082208,2082208
237334012_2015,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2015,06-30-2016,92101,121494,0,57035,0,0,2955261,0,3133790,3133790
237334012_2014,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2014,06-30-2015,92101,120174,0,143749,0,0,1755127,0,2019050,2019050
237334012_2013,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,06-30-2014,0,116799,0,196830,0,0,1845723,0,2159352,2159352
261712580_2022,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2022,12-31-2022,92112,0,0,0,0,0,7171594,0,7171594,7171594
261712580_2021,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2021,12-31-2021,92112,0,0,72165,0,0,4616925,0,4689090,4689090
261712580_2020,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2020,12-31-2020,92112,0,5050,0,0,242800,4179440,0,4427290,4184490
261712580_2019,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2019,12-31-2019,92112,0,9365,0,0,0,1800844,0,1810209,1810209
261712580_2018,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2018,12-31-2018,92112,0,9375,0,0,0,2631980,0,2641355,2641355
261712580_2017,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2017,12-31-2017,92112,0,0,0,0,0,1624468,0,1624468,1624468
261712580_2016,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2016,12-31-2016,92112,0,0,0,0,0,2424704,0,2424704,2424704
261712580_2015,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2015,12-31-2015,92112,0,0,0,0,0,1236342,0,1236342,1236342
261712580_2014,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2014,12-31-2014,92112,0,0,0,0,0,1558845,0,1558845,1558845
261712580_2013,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2013,12-31-2013,0,0,4050,0,0,0,1294766,0,1298816,1298816
562613191_2021,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191,2021,06-30-2022,92082,0,0,0,0,1434028,236674,0,1670702,236674
562613191_2020,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191,2020,06-30-2021,92082,0,0,0,0,1025846,45625,0,1071471,45625
562613191_2019,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191,2019,06-30-2020,92082,0,0,0,0,921567,26017,0,947584,26017
562613191_2018,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191,2018,06-30-2019,92082,0,0,0,0,876189,3574,0,879763,3574
562613191_2017,STRONG HEARTED NATIVE WOMENS COALITION INC,562613191,2017,06-30-2018,92082,0,0,0,0,799422,7109,0,806531,7109
330902617_2021,SOLUTIONS FOR CHANGE INC,330902617,2021,12-31-2021,92083,0,0,344910,0,578971,2752293,20111,3676174,3097203
330902617_2020,SOLUTIONS FOR CHANGE INC,330902617,2020,12-31-2020,92083,0,0,10100,0,398625,2433828,0,2842553,2443928
330902617_2019,SOLUTIONS FOR CHANGE INC,330902617,2019,12-31-2019,92083,0,0,155775,0,75000,1513911,95223,1744686,1669686
330902617_2018,SOLUTIONS FOR CHANGE INC,330902617,2018,12-31-2018,92083,0,0,250677,0,200000,2319654,144589,2770331,2570331
330902617_2017,SOLUTIONS FOR CHANGE INC,330902617,2017,12-31-2017,92083,0,0,33059,0,300000,1503790,0,1836849,1536849
330902617_2016,SOLUTIONS FOR CHANGE INC,330902617,2016,12-31-2016,92083,0,0,163539,0,0,1694851,14192,1858390,1858390
330902617_2015,SOLUTIONS FOR CHANGE INC,330902617,2015,12-31-2015,92083,0,0,649293,0,0,1231933,133368,1881226,1881226
330902617_2014,SOLUTIONS FOR CHANGE INC,330902617,2014,12-31-2014,92083,0,0,737190,0,0,1407551,116236,2144741,2144741
953950196_2021,PATH,953950196,2021,06-30-2022,90004,0,0,2021876,0,102856183,12424824,3290463,117302883,14446700
953950196_2020,PATH,953950196,2020,06-30-2021,90004,0,0,2014718,0,90762040,8823906,2984796,101600664,10838624
953950196_2019,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2019,06-30-2020,90004,0,0,1396211,0,65986770,8928718,2559870,76311699,10324929
953950196_2018,PATH PEOPLE ASSISTING THE HOMELESS,953950196,2018,06-30-2019,90004,0,0,1610529,0,31146536,6280302,2590243,39037367,7890831
953950196_2017,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2017,06-30-2018,90004,0,0,1365374,0,27838533,6808261,0,36012168,8173635
953950196_2016,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2016,06-30-2017,90004,0,0,814730,0,24298231,5011062,0,30124023,5825792
953950196_2015,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2015,06-30-2016,90004,0,0,1093424,0,24266426,8493506,0,33853356,9586930
953950196_2014,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2014,06-30-2015,90004,0,0,797711,0,15034116,6112616,0,21944443,6910327
953950196_2013,PEOPLE ASSISTING THE HOMELESS PATH,953950196,2013,06-30-2014,0,0,0,890986,0,10971394,3267436,0,15129816,4158422
263405689_2021,GENERATEHOPE INC,263405689,2021,12-31-2021,92108,0,0,159532,0,321341,2444340,61751,2925213,2603872
263405689_2020,GENERATEHOPE INC,263405689,2020,12-31-2020,92108,0,0,133830,0,60934,1162044,76861,1356808,1295874
263405689_2019,GENERATEHOPE INC,263405689,2019,12-31-2019,92108,0,0,190000,0,61264,871044,53273,1122308,1061044
263405689_2018,GENERATEHOPE INC,263405689,2018,12-31-2018,92108,0,0,204598,0,65995,1195492,317578,1466085,1400090
263405689_2017,GENERATEHOPE INC,263405689,2017,12-31-2017,92108,0,0,139870,0,83947,705417,149318,929234,845287
263405689_2016,GENERATEHOPE INC,263405689,2016,12-31-2016,92108,0,0,0,0,52000,971973,736500,1023973,971973
263405689_2015,GENERATEHOPE INC,263405689,2015,12-31-2015,92108,0,0,12315,0,153154,559739,0,725208,572054
263405689_2014,GENERATEHOPE INC,263405689,2014,12-31-2014,92108,0,0,0,0,100000,227478,0,327478,227478
263405689_2013,GENERATEHOPE INC,263405689,2013,12-31-2013,0,0,0,0,0,100000,179228,0,279228,179228
952157559_2021,PATHFINDERS OF SAN DIEGO,952157559,2021,06-30-2022,92104,0,0,0,0,1752444,86334,0,1838778,86334
952157559_2020,PATHFINDERS OF SAN DIEGO,952157559,2020,06-30-2021,92104,0,0,0,0,1582762,49186,0,1631948,49186
952157559_2019,PATHFINDERS OF SAN DIEGO,952157559,2019,06-30-2020,92104,0,0,0,0,1191318,5658,0,1196976,5658
952157559_2018,PATHFINDERS OF SAN DIEGO,952157559,2018,06-30-2019,92104,0,0,0,0,1174540,88694,0,1263234,88694
952157559_2017,PATHFINDERS OF SAN DIEGO,952157559,2017,06-30-2018,92104,0,0,0,0,544103,44220,0,588323,44220
952157559_2016,PATHFINDERS OF SAN DIEGO,952157559,2016,06-30-2017,92104,0,0,0,0,460914,165917,0,626831,165917
952157559_2015,PATHFINDERS OF SAN DIEGO,952157559,2015,06-30-2016,92104,0,0,0,0,484499,37895,0,522394,37895
952157559_2014,PATHFINDERS OF SAN DIEGO,952157559,2014,06-30-2015,92104,0,0,0,0,482738,52975,0,535713,52975
953649525_2020,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2020,06-30-2021,92110,0,0,0,0,17344646,919709,140090,18264355,919709
953649525_2019,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2019,06-30-2020,92110,0,0,108285,0,14550486,2660409,90700,17319180,2768694
953649525_2018,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2018,06-30-2019,92110,0,0,0,0,12226507,1663160,68633,13889667,1663160
953649525_2017,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2017,06-30-2018,92110,0,0,0,0,10390777,2934365,37484,13325142,2934365
953649525_2016,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2016,06-30-2017,921102030,0,0,0,0,8454663,1317986,466769,9772649,1317986
953649525_2015,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2015,06-30-2016,921102030,0,0,0,0,8368757,1746395,1086348,10115152,1746395
953649525_2014,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2014,06-30-2015,921102030,0,0,0,0,8258604,1206648,145562,9465252,1206648
953649525_2013,VIETNAM VETERANS OF SAN DIEGO DBA VETERANS VILLAGE OF SAN DIEGO,953649525,2013,06-30-2014,0,0,0,0,0,8169126,1974080,124165,10143206,1974080
952213995_2021,UNITED WAY OF SAN DIEGO COUNTY,952213995,2021,06-30-2022,92123,4791394,0,0,0,1368458,899021,0,7058873,5690415
952213995_2020,UNITED WAY OF SAN DIEGO COUNTY,952213995,2020,06-30-2021,92123,5536302,0,108400,0,1403862,742336,0,7790900,6387038
952213995_2019,UNITED WAY OF SAN DIEGO COUNTY,952213995,2019,06-30-2020,92123,6556292,0,0,0,2803722,1812137,7360,11172151,8368429
952213995_2018,UNITED WAY OF SAN DIEGO COUNTY,952213995,2018,06-30-2019,92123,7049076,0,70375,0,509810,663710,0,8292971,7783161
952213995_2017,UNITED WAY OF SAN DIEGO COUNTY,952213995,2017,06-30-2018,92123,7976397,0,0,0,79332,453929,143347,8509658,8430326
952213995_2016,UNITED WAY OF SAN DIEGO COUNTY,952213995,2016,06-30-2017,92123,11952024,0,107258,0,913342,918225,1833,13890849,12977507
952213995_2015,UNITED WAY OF SAN DIEGO COUNTY,952213995,2015,06-30-2016,92123,13299476,0,37500,0,901775,754543,10000,14993294,14091519
952213995_2014,UNITED WAY OF SAN DIEGO COUNTY,952213995,2014,06-30-2015,92123,14528801,0,19500,0,69775,756087,5761,15374163,15304388
952213995_2013,UNITED WAY OF SAN DIEGO COUNTY,952213995,2013,06-30-2014,0,14649278,0,17000,0,57024,2012161,23815,16735463,16678439
952653869_2021,CRASH INC,952653869,2021,06-30-2022,92108,0,0,0,0,4752251,13877,0,4766128,13877
952653869_2020,CRASH INC,952653869,2020,06-30-2021,92108,0,0,0,0,0,12102,0,12102,12102
952653869_2019,CRASH INC,952653869,2019,06-30-2020,92108,0,0,0,0,0,10140,0,10140,10140
952653869_2018,CRASH INC,952653869,2018,06-30-2019,92108,0,0,0,0,0,19567,0,19567,19567
952653869_2017,CRASH INC,952653869,2017,06-30-2018,92108,0,0,0,0,0,5869,0,5869,5869
952653869_2016,CRASH INC,952653869,2016,06-30-2017,92108,0,0,0,0,0,10393,0,10393,10393
952653869_2015,CRASH INC,952653869,2015,06-30-2016,92108,0,0,0,0,0,12407,0,12407,12407
952653869_2014,CRASH INC,952653869,2014,06-30-2015,92108,0,0,0,0,0,2979,0,2979,2979
952653869_2013,CRASH INC,952653869,2013,06-30-2014,0,0,0,0,0,0,12130,0,12130,12130
953140767_2021,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2021,06-30-2022,920201651,0,0,0,0,32228251,0,0,32228251,0
953140767_2020,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2020,06-30-2021,920201651,0,0,0,0,33156996,0,0,33156996,0
953140767_2019,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2019,06-30-2020,920201651,0,0,0,0,26829832,0,0,26829832,0
953140767_2018,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2018,06-30-2019,920201651,0,0,0,0,20728534,0,0,20728534,0
953140767_2017,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2017,06-30-2018,920201651,0,0,0,0,15375695,0,0,15375695,0
953140767_2016,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2016,06-30-2017,920201651,0,0,0,0,11827666,0,0,11827666,0
953140767_2015,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2015,06-30-2016,920201651,0,0,0,0,9361362,0,0,9361362,0
953140767_2014,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2014,06-30-2015,920201651,0,0,0,0,8713650,0,0,8713650,0
953140767_2013,MCALISTER INSTITUTE FOR TREATMENT  EDUCATION INC,953140767,2013,06-30-2014,0,0,0,0,0,0,8109852,0,8109852,8109852
952648050_2020,SAN DIEGO YOUTH SERVICES,952648050,2020,06-30-2021,92110,0,0,0,0,19387646,322601,0,19710247,322601
952648050_2019,SAN DIEGO YOUTH SERVICES,952648050,2019,06-30-2020,92110,0,0,0,0,19632420,203870,0,19836290,203870
952648050_2018,SAN DIEGO YOUTH SERVICES,952648050,2018,06-30-2019,92110,0,0,0,0,19070850,144882,0,19215732,144882
952648050_2017,SAN DIEGO YOUTH SERVICES,952648050,2017,06-30-2018,92110,0,0,0,0,17914417,225235,0,18139652,225235
952648050_2016,SAN DIEGO YOUTH SERVICES,952648050,2016,06-30-2017,92110,0,0,0,0,0,339948,0,339948,339948
952648050_2015,SAN DIEGO YOUTH SERVICES,952648050,2015,06-30-2016,92110,0,0,0,0,0,573337,0,573337,573337
952648050_2014,SAN DIEGO YOUTH SERVICES,952648050,2014,06-30-2015,92110,0,0,0,0,0,428399,0,428399,428399
952648050_2013,SAN DIEGO YOUTH SERVICES,952648050,2013,06-30-2014,0,0,0,0,0,0,423479,0,423479,423479
330496092_2021,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2021,12-31-2021,92123,0,0,0,0,1863289,10000,0,1873289,10000
330496092_2020,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2020,12-31-2020,92123,0,0,0,0,2015213,25000,0,2040213,25000
330496092_2019,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2019,12-31-2019,92123,0,0,0,0,1970684,262742,0,2233426,262742
330496092_2018,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2018,12-31-2018,92123,0,0,0,0,2193360,231560,0,2424920,231560
330496092_2017,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2017,12-31-2017,92123,0,0,0,0,1412677,763293,0,2175970,763293
330496092_2016,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2016,12-31-2016,92123,0,0,82700,0,1528859,1256636,0,2868195,1339336
330496092_2015,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2015,12-31-2015,92123,0,0,74326,0,1470129,338135,0,1882590,412461
330496092_2014,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2014,12-31-2014,92123,0,0,37687,0,820992,382375,0,1241054,420062
330496092_2013,COMMUNITY HEALTH IMPROVEMENT PARTNERS,330496092,2013,12-31-2013,0,0,0,45878,0,828832,471764,0,1346474,517642
953138268_2021,HOME START INC,953138268,2021,06-30-2022,92108,0,0,96200,0,9547671,2417336,49427,12061207,2513536
953138268_2020,HOME START INC,953138268,2020,06-30-2021,92108,0,0,148040,0,9010990,1979791,53907,11138821,2127831
953138268_2019,HOME START INC,953138268,2019,06-30-2020,92108,0,0,116759,0,6289693,1628594,110061,8035046,1745353
953138268_2018,HOME START INC,953138268,2018,06-30-2019,92108,0,0,157560,0,4585241,734168,91413,5476969,891728
953138268_2017,HOME START INC,953138268,2017,06-30-2018,92108,0,0,128764,0,4647050,915600,470035,5691414,1044364
953138268_2016,HOME START INC,953138268,2016,06-30-2017,92108,0,0,124963,0,4427963,1709373,529998,6262299,1834336
953138268_2015,HOME START INC,953138268,2015,06-30-2016,92108,0,0,60824,0,4395128,2181271,650718,6637223,2242095
953138268_2014,HOME START INC,953138268,2014,06-30-2015,92108,0,0,0,0,3856122,2530596,504545,6386718,2530596
953497926_2021,COMMUNITY RESOURCE CENTER,953497926,2021,06-30-2022,92024,0,0,114007,0,3001809,1691815,1049099,4807631,1805822
953497926_2020,COMMUNITY RESOURCE CENTER,953497926,2020,06-30-2021,92024,0,0,77637,0,3252755,4043651,1035391,7374043,4121288
953497926_2019,COMMUNITY RESOURCE CENTER,953497926,2019,06-30-2020,92024,0,0,301149,0,2338255,2490058,627749,5129462,2791207
953497926_2018,COMMUNITY RESOURCE CENTER,953497926,2018,06-30-2019,92024,347,0,68811,0,1526759,1422107,614244,3018024,1491265
953497926_2017,COMMUNITY RESOURCE CENTER,953497926,2017,06-30-2018,92024,158,0,73475,0,1305024,1827504,548988,3206161,1901137
953497926_2016,COMMUNITY RESOURCE CENTER,953497926,2016,06-30-2017,92024,1043,0,4960,0,1074638,1221054,43662,2301695,1227057
953497926_2015,COMMUNITY RESOURCE CENTER,953497926,2015,06-30-2016,92024,2081,0,178433,0,877544,1118465,37633,2176523,1298979
953497926_2014,COMMUNITY RESOURCE CENTER,953497926,2014,06-30-2015,92024,4086,0,151650,0,112385,1775827,2977,2043948,1931563
953497926_2013,COMMUNITY RESOURCE CENTER,953497926,2013,06-30-2014,0,5786,0,58671,0,1215256,1231633,13786,2511346,1296090
951945256_2021,EPISCOPAL COMMUNITY SERVICES,951945256,2021,06-30-2022,91950,0,0,194185,0,29144007,718360,0,30056552,912545
951945256_2020,EPISCOPAL COMMUNITY SERVICES,951945256,2020,06-30-2021,91950,0,0,151115,0,26417739,606991,0,27175845,758106
951945256_2019,EPISCOPAL COMMUNITY SERVICES,951945256,2019,06-30-2020,91950,0,0,168750,0,26628948,568432,76845,27366130,737182
951945256_2018,EPISCOPAL COMMUNITY SERVICES,951945256,2018,06-30-2019,91950,0,0,137949,0,25902728,527617,129159,26568294,665566
951945256_2017,EPISCOPAL COMMUNITY SERVICES,951945256,2017,06-30-2018,91950,0,0,124077,0,23934591,719216,0,24777884,843293
951945256_2016,EPISCOPAL COMMUNITY SERVICES,951945256,2016,06-30-2017,91950,0,0,101625,0,22673613,301556,0,23076794,403181
951945256_2015,EPISCOPAL COMMUNITY SERVICES,951945256,2015,06-30-2016,91950,0,0,51225,0,22100447,340084,0,22491756,391309
951945256_2014,EPISCOPAL COMMUNITY SERVICES,951945256,2014,06-30-2015,91950,2158,0,40700,0,21298296,289319,0,21630473,332177
951945256_2013,EPISCOPAL COMMUNITY SERVICES,951945256,2013,06-30-2014,0,2552,0,19000,0,19316434,323170,0,19661156,344722
951944230_2020,VISTA HILL FOUNDATION,951944230,2020,09-30-2021,92123,0,0,0,421222,0,0,0,421222,421222
951944230_2019,VISTA HILL FOUNDATION,951944230,2019,09-30-2020,92123,0,0,0,829467,0,0,0,829467,829467
951944230_2018,VISTA HILL FOUNDATION,951944230,2018,09-30-2019,92123,0,0,0,519227,0,50000,0,569227,569227
951944230_2017,VISTA HILL FOUNDATION,951944230,2017,09-30-2018,92123,0,0,0,1143385,0,0,0,1143385,1143385
951944230_2016,VISTA HILL FOUNDATION,951944230,2016,09-30-2017,92123,0,0,0,1144538,0,25000,0,1169538,1169538
951944230_2015,VISTA HILL FOUNDATION,951944230,2015,09-30-2016,92123,0,0,0,1081289,0,0,0,1081289,1081289
951944230_2014,VISTA HILL FOUNDATION,951944230,2014,09-30-2015,92123,0,0,0,1164736,0,0,0,1164736,1164736
951944230_2013,VISTA HILL FOUNDATION,951944230,2013,09-30-2014,0,0,0,0,833367,0,0,0,833367,833367
956379598_2021,CENTER FOR COMMUNITY SOLUTIONS,956379598,2021,06-30-2022,92109,0,0,463831,0,5516946,850877,16256,6831654,1314708
956379598_2020,CENTER FOR COMMUNITY SOLUTIONS,956379598,2020,06-30-2021,92109,0,0,493759,0,4983768,1295828,21422,6773355,1789587
956379598_2019,CENTER FOR COMMUNITY SOLUTIONS,956379598,2019,06-30-2020,92109,0,0,169778,0,4963840,943753,50456,6077371,1113531
956379598_2018,CENTER FOR COMMUNITY SOLUTIONS,956379598,2018,06-30-2019,92109,0,0,431150,0,4702859,731655,33999,5865664,1162805
956379598_2017,CENTER FOR COMMUNITY SOLUTIONS,956379598,2017,06-30-2018,92109,0,0,286098,0,4101800,719296,35080,5107194,1005394
956379598_2016,CENTER FOR COMMUNITY SOLUTIONS,956379598,2016,06-30-2017,92109,0,0,180995,0,3654739,747187,91441,4582921,928182
956379598_2015,CENTER FOR COMMUNITY SOLUTIONS,956379598,2015,06-30-2016,92109,0,0,238746,0,3215028,596261,29180,4050035,835007
956379598_2014,CENTER FOR COMMUNITY SOLUTIONS,956379598,2014,06-30-2015,92109,0,0,222496,0,3027355,693548,18123,3943399,916044
956379598_2013,CENTER FOR COMMUNITY SOLUTIONS,956379598,2013,06-30-2014,0,0,0,314055,0,2686916,1234390,172083,4235361,1548445
951648184_2021,NEIGHBORHOOD HOUSE ASSN,951648184,2021,06-30-2022,92111,322,0,248049,0,103160048,624484,0,104032903,872855
951648184_2020,NEIGHBORHOOD HOUSE ASSN,951648184,2020,06-30-2021,92111,753,0,210773,0,94379296,718898,0,95309720,930424
951648184_2019,NEIGHBORHOOD HOUSE ASSN,951648184,2019,06-30-2020,92111,819,0,88990,0,97559202,598531,0,98247542,688340
951648184_2018,NEIGHBORHOOD HOUSE ASSN,951648184,2018,06-30-2019,92111,882,0,197990,0,95320956,638996,74436,96158824,837868
951648184_2017,NEIGHBORHOOD HOUSE ASSN,951648184,2017,06-30-2018,92111,2433,0,90000,0,92792453,640431,65505,93525317,732864
951648184_2016,NEIGHBORHOOD HOUSE ASSN,951648184,2016,06-30-2017,92111,4241,0,208120,0,85482020,539917,0,86234298,752278
951648184_2015,NEIGHBORHOOD HOUSE ASSN,951648184,2015,06-30-2016,92111,6215,0,193732,0,83944092,573315,0,84717354,773262
951648184_2014,NEIGHBORHOOD HOUSE ASSN,951648184,2014,06-30-2015,92111,7121,0,163374,0,81106064,333272,0,81609831,503767
951648184_2013,NEIGHBORHOOD HOUSE ASSN,951648184,2013,06-30-2014,0,3876,0,89183,0,76395637,466969,287665,76955665,560028
330122462_2021,NAMI SAN DIEGO,330122462,2021,06-30-2022,92123,0,0,256845,0,6911240,1564509,1248249,8732594,1821354
330122462_2020,NAMI SAN DIEGO,330122462,2020,06-30-2021,92123,0,0,162038,0,6535082,439141,0,7136261,601179
330122462_2019,NAMI SAN DIEGO,330122462,2019,06-30-2020,92123,0,0,160382,0,5532949,329605,2415,6022936,489987
330122462_2018,NAMI SAN DIEGO,330122462,2018,06-30-2019,92123,0,0,181702,0,5115093,139806,18300,5436601,321508
330122462_2017,NAMI SAN DIEGO,330122462,2017,06-30-2018,92123,0,0,142728,0,5085050,133191,0,5360969,275919
330122462_2016,NAMI SAN DIEGO,330122462,2016,06-30-2017,92123,0,1702,17201,0,5311923,134460,0,5465286,153363
330122462_2015,NAMI SAN DIEGO,330122462,2015,06-30-2016,92123,0,760,17785,0,4623871,255358,0,4897774,273903
330122462_2014,NAMI SAN DIEGO,330122462,2014,06-30-2015,92123,0,1618,136342,0,3196819,71894,0,3406673,209854
330122462_2013,NAMI SAN DIEGO,330122462,2013,06-30-2014,0,0,1881,153276,0,2117637,59229,0,2332023,214386
330215585_2021,ALPHA PROJECT FOR THE HOMELESS,330215585,2021,06-30-2022,92103,0,0,212917,0,20294300,3558897,1630789,24066114,3771814
330215585_2020,ALPHA PROJECT FOR THE HOMELESS,330215585,2020,06-30-2021,92103,0,0,145859,0,18162046,3338814,1199956,21646719,3484673
330215585_2019,ALPHA PROJECT FOR THE HOMELESS,330215585,2019,06-30-2020,92103,0,0,47749,0,15957289,10930710,1540175,26935748,10978459
330215585_2018,ALPHA PROJECT FOR THE HOMELESS,330215585,2018,06-30-2019,92103,0,0,0,0,2476001,14101032,1757375,16577033,14101032
330215585_2017,ALPHA PROJECT FOR THE HOMELESS,330215585,2017,06-30-2018,92103,0,0,0,0,1972019,8974475,1743782,10946494,8974475
330215585_2016,ALPHA PROJECT FOR THE HOMELESS,330215585,2016,06-30-2017,92103,0,0,0,0,1251303,6178785,1876303,7430088,6178785
330215585_2015,ALPHA PROJECT FOR THE HOMELESS,330215585,2015,06-30-2016,92103,0,0,0,0,2827016,2417961,1086372,5244977,2417961
330215585_2014,ALPHA PROJECT FOR THE HOMELESS,330215585,2014,06-30-2015,92103,0,0,0,0,4037724,1847458,676252,5885182,1847458
330215585_2013,ALPHA PROJECT FOR THE HOMELESS,330215585,2013,06-30-2014,0,0,0,0,0,2065058,4124494,469651,6189552,4124494
550806460_2022,BILATERAL SAFETY CORRIDOR COALITION,550806460,2022,12-31-2022,91950,0,0,8407,0,291440,270209,0,570056,278616
550806460_2021,BILATERAL SAFETY CORRIDOR COALITION,550806460,2021,12-31-2021,91950,0,0,0,0,239763,227448,0,467211,227448
550806460_2020,BILATERAL SAFETY CORRIDOR COALITION,550806460,2020,12-31-2020,91950,0,0,0,0,161068,218547,6000,379615,218547
550806460_2019,BILATERAL SAFETY CORRIDOR COALITION,550806460,2019,12-31-2019,91950,0,0,0,0,0,269047,0,269047,269047
550806460_2018,BILATERAL SAFETY CORRIDOR COALITION,550806460,2018,12-31-2018,91950,0,0,0,0,0,297479,0,297479,297479
550806460_2017,BILATERAL SAFETY CORRIDOR COALITION,550806460,2017,12-31-2017,91950,0,0,0,0,171066,159109,0,330175,159109
550806460_2016,BILATERAL SAFETY CORRIDOR COALITION,550806460,2016,12-31-2016,91950,0,0,0,0,188786,236171,0,424957,236171
550806460_2015,BILATERAL SAFETY CORRIDOR COALITION,550806460,2015,12-31-2015,91950,0,0,0,0,159442,117018,0,276460,117018
330008269_2021,ADJOIN FORMERLY COMMUNITY CATALYSTS OF CA,330008269,2021,12-31-2021,92123,0,0,0,0,11022640,15265,0,11037905,15265
330008269_2020,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2020,12-31-2020,92111,0,0,0,0,7508861,136902,0,7645763,136902
330008269_2019,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2019,12-31-2019,92111,0,0,0,0,4315826,18835,0,4334661,18835
330008269_2018,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2018,12-31-2018,92111,0,0,0,0,4486116,15457,0,4501573,15457
330008269_2017,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2017,12-31-2017,92111,0,0,0,0,4079963,13450,0,4093413,13450
330008269_2016,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2016,12-31-2016,92111,0,0,0,0,4117430,14732,0,4132162,14732
330008269_2015,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2015,12-31-2015,92111,0,0,0,0,2577779,15146,0,2592925,15146
330008269_2014,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2014,12-31-2014,92111,0,0,0,0,2111479,23405,0,2134884,23405
330008269_2013,COMMUNITY CATALYSTS OF CALIFORNIA,330008269,2013,12-31-2013,0,0,0,0,0,1057513,29269,0,1086782,29269
571162424_2021,KINGDOM CAUSES INC CITY NET BEDROCK CREEK,571162424,2021,12-31-2021,90807,89250,0,0,0,429733,790394,27870,1309377,879644
